"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,A25058FE,A25058FE_SE,A25059FE,A25059FE_SE,A25061FC,A25061FC_SE,A25064FE,A25064FE_SE,A25065FE,A25065FE_SE,A25069FC,A25069FC_SE,A25072FE,A25072FE_SE,A25073FE,A25073FE_SE,A25076FE,A25076FE_SE,A25077FE,A25077FE_SE,A25080FE,A25080FE_SE,A25081FE,A25081FE_SE,A25084FE,A25084FE_SE,A25085FE,A25085FE_SE,A25088FC,A25088FC_SE,A25089FC,A25089FC_SE,H25058FE,H25058FE_SE,H25059FE,H25059FE_SE,H25061FC,H25061FC_SE,H25064FE,H25064FE_SE,H25065FE,H25065FE_SE,H25069FC,H25069FC_SE,H25072FE,H25072FE_SE,H25073FE,H25073FE_SE,H25076FE,H25076FE_SE,H25077FE,H25077FE_SE,H25080FE,H25080FE_SE,H25081FE,H25081FE_SE,H25084FE,H25084FE_SE,H25085FE,H25085FE_SE,H25088FC,H25088FC_SE,H25089FC,H25089FC_SE,N25058FE,N25058FE_SE,N25059FE,N25059FE_SE,N25061FC,N25061FC_SE,N25064FE,N25064FE_SE,N25065FE,N25065FE_SE,N25069FC,N25069FC_SE,N25072FE,N25072FE_SE,N25073FE,N25073FE_SE,N25076FE,N25076FE_SE,N25077FE,N25077FE_SE,N25080FE,N25080FE_SE,N25081FE,N25081FE_SE,N25084FE,N25084FE_SE,N25085FE,N25085FE_SE,N25088FC,N25088FC_SE,N25089FC,N25089FC_SE,P25058FE,P25058FE_SE,P25059FE,P25059FE_SE,P25061FC,P25061FC_SE,P25064FE,P25064FE_SE,P25065FE,P25065FE_SE,P25069FC,P25069FC_SE,P25072FE,P25072FE_SE,P25073FE,P25073FE_SE,P25076FE,P25076FE_SE,P25077FE,P25077FE_SE,P25080FE,P25080FE_SE,P25081FE,P25081FE_SE,P25084FE,P25084FE_SE,P25085FE,P25085FE_SE,P25088FC,P25088FC_SE,P25089FC,P25089FC_SE
24,https://genenetwork.org/show_trait?trait_id=MmugDNA.41891.1.S1_at&dataset=INIA_MacFas_Pf_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Pf_RMA_0110,MmugDNA.41891.1.S1_at,SNRK,"immunity-related GTPase family, M",,N/A,2,93.234053,SNRK,,N/A,,,,,0.0,0.0,,,Marker1,,,5.3515625,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5.287,,5.497,,5.302,,5.179,,5.322,,5.295,,5.344,,5.349,,5.293,,5.27,,5.503,,5.416,,5.512,,5.582,,5.272,,5.202,
25,https://genenetwork.org/show_trait?trait_id=MmugDNA.7684.1.S1_at&dataset=INIA_MacFas_Pf_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Pf_RMA_0110,MmugDNA.7684.1.S1_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,50.049391,IRGQ,126298,N/A,,,,,0.0,0.0,,,Marker1,,,6.992937505245209,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.829,,7.166,,6.864,,6.796,,6.937,,6.882,,7.099,,7.064,,7.089,,7.174,,7.116,,7.081,,6.925,,6.972,,6.977,,6.916,
26,https://genenetwork.org/show_trait?trait_id=MmugDNA.19089.1.S1_s_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.19089.1.S1_s_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,50.049391,IRGQ,126298,N/A,,,,,0.0,0.0,,,Marker1,,,10.221999943256378,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10.386,,10.187,,10.113,,10.4,,10.141,,10.023,,10.275,,10.392,,10.166,,10.178,,10.361,,10.31,,10.136,,10.198,,10.032,,10.254,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
27,https://genenetwork.org/show_trait?trait_id=MmugDNA.32686.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.32686.1.S1_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,50.049391,IRGQ,126298,N/A,,,,,0.0,0.0,,,Marker1,,,5.603312522172928,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5.597,,5.468,,5.601,,5.693,,5.551,,5.258,,5.702,,5.886,,5.587,,5.477,,5.633,,5.904,,5.651,,5.683,,5.51,,5.452,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
28,https://genenetwork.org/show_trait?trait_id=MmugDNA.37593.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.37593.1.S1_at,IRGC,"immunity-related GTPase family, cinema",,N/A,,0.0,IRGC,,N/A,,,,,0.0,0.0,,,Marker1,,,7.730562478303909,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.781,,7.809,,7.742,,7.827,,7.52,,7.742,,7.719,,7.773,,7.837,,7.706,,7.752,,7.604,,7.794,,7.784,,7.534,,7.765,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
29,https://genenetwork.org/show_trait?trait_id=MmugDNA.41891.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.41891.1.S1_at,SNRK,"immunity-related GTPase family, M",,N/A,2,93.234053,SNRK,,N/A,,,,,0.0,0.0,,,Marker1,,,4.5949375331401825,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4.56,,4.578,,4.594,,4.658,,4.517,,4.422,,4.643,,4.833,,4.483,,4.565,,4.474,,4.545,,4.537,,4.934,,4.507,,4.669,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
30,https://genenetwork.org/show_trait?trait_id=MmugDNA.7684.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.7684.1.S1_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,50.049391,IRGQ,126298,N/A,,,,,0.0,0.0,,,Marker1,,,7.019375026226044,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.134,,6.93,,7.026,,6.96,,7.035,,6.999,,7.043,,7.231,,7.06,,6.886,,7.092,,6.824,,7.004,,7.149,,6.841,,7.096,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
31,https://genenetwork.org/show_trait?trait_id=MmugDNA.20276.1.S1_at&dataset=INIA_MacFas_brain_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_brain_RMA_0110,MmugDNA.20276.1.S1_at,ITGB7,Integrin beta-7 Precursor (Gut homing receptor beta subunit) [Source:UniProtKB/Swiss-Prot;Acc:P26010],,N/A,11,50.250658,ITGB7,,N/A,,,,,0.0,0.0,,,Marker1,,,6.409984394907951,6.768,,6.598,,6.354,,6.485,,6.317,,6.534,,6.473,,6.366,,6.494,,6.489,,6.434,,6.265,,6.553,,6.198,,6.513,,6.4,,6.132,,6.309,,6.252,,6.29,,6.17,,6.079,,5.906,,6.118,,6.049,,6.185,,6.243,,5.931,,6.385,,6.122,,6.083,,6.115,,6.752,,6.577,,6.597,,6.809,,6.58,,6.872,,6.556,,6.773,,6.59,,6.739,,6.724,,6.806,,6.718,,6.629,,6.431,,6.749,,6.17,,6.261,,6.158,,6.277,,6.383,,6.51,,6.479,,6.513,,6.41,,6.433,,6.335,,6.365,,6.265,,6.368,,6.277,,6.523,
32,https://genenetwork.org/show_trait?trait_id=MmugDNA.20276.1.S1_at&dataset=INIA_MacFas_Hc_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Hc_RMA_0110,MmugDNA.20276.1.S1_at,ITGB7,Integrin beta-7 Precursor (Gut homing receptor beta subunit) [Source:UniProtKB/Swiss-Prot;Acc:P26010],,N/A,11,50.250658,ITGB7,,N/A,,,,,0.0,0.0,,,Marker1,,,6.148062527179718,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.132,,6.309,,6.252,,6.29,,6.17,,6.079,,5.906,,6.118,,6.049,,6.185,,6.243,,5.931,,6.385,,6.122,,6.083,,6.115,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
33,https://genenetwork.org/show_trait?trait_id=MmugDNA.20276.1.S1_at&dataset=INIA_MacFas_AMG_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_AMG_RMA_0110,MmugDNA.20276.1.S1_at,ITGB7,Integrin beta-7 Precursor (Gut homing receptor beta subunit) [Source:UniProtKB/Swiss-Prot;Acc:P26010],,N/A,11,50.250658,ITGB7,,N/A,,,,,0.0,0.0,,,Marker1,,,6.452562510967255,6.768,,6.598,,6.354,,6.485,,6.317,,6.534,,6.473,,6.366,,6.494,,6.489,,6.434,,6.265,,6.553,,6.198,,6.513,,6.4,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
34,https://genenetwork.org/show_trait?trait_id=MmugDNA.20276.1.S1_at&dataset=INIA_MacFas_Pf_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Pf_RMA_0110,MmugDNA.20276.1.S1_at,ITGB7,Integrin beta-7 Precursor (Gut homing receptor beta subunit) [Source:UniProtKB/Swiss-Prot;Acc:P26010],,N/A,11,50.250658,ITGB7,,N/A,,,,,0.0,0.0,,,Marker1,,,6.3579374849796295,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.17,,6.261,,6.158,,6.277,,6.383,,6.51,,6.479,,6.513,,6.41,,6.433,,6.335,,6.365,,6.265,,6.368,,6.277,,6.523,
35,https://genenetwork.org/show_trait?trait_id=MmugDNA.20276.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.20276.1.S1_at,ITGB7,Integrin beta-7 Precursor (Gut homing receptor beta subunit) [Source:UniProtKB/Swiss-Prot;Acc:P26010],,N/A,11,50.250658,ITGB7,,N/A,,,,,0.0,0.0,,,Marker1,,,6.681375056505203,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.752,,6.577,,6.597,,6.809,,6.58,,6.872,,6.556,,6.773,,6.59,,6.739,,6.724,,6.806,,6.718,,6.629,,6.431,,6.749,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
36,https://genenetwork.org/show_trait?trait_id=MmugDNA.37921.1.S1_at&dataset=INIA_MacFas_brain_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_brain_RMA_0110,MmugDNA.37921.1.S1_at,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",,N/A,14,6.669812,TCIRG1,10312,N/A,,,,,6.669812,6.825361,,,Marker1,,,8.46220314502716,8.295,,8.063,,8.092,,8.072,,8.024,,8.232,,8.215,,8.111,,8.038,,8.048,,8.195,,8.062,,8.191,,8.176,,8.082,,8.072,,8.495,,8.286,,8.611,,8.415,,8.608,,8.2,,8.257,,8.338,,8.597,,8.164,,8.438,,8.145,,8.379,,8.344,,8.396,,8.278,,8.166,,8.208,,8.272,,8.455,,8.126,,8.215,,8.188,,8.326,,8.103,,8.079,,8.279,,8.205,,8.142,,8.362,,8.162,,8.251,,9.236,,9.049,,9.053,,9.311,,9.278,,9.07,,9.086,,9.096,,9.224,,8.999,,9.235,,9.009,,9.093,,9.284,,8.935,,9.165,
37,https://genenetwork.org/show_trait?trait_id=MmugDNA.37921.1.S1_at&dataset=INIA_MacFas_Hc_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Hc_RMA_0110,MmugDNA.37921.1.S1_at,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",,N/A,14,6.669812,TCIRG1,10312,N/A,,,,,6.669812,6.825361,,,Marker1,,,8.371937453746796,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.495,,8.286,,8.611,,8.415,,8.608,,8.2,,8.257,,8.338,,8.597,,8.164,,8.438,,8.145,,8.379,,8.344,,8.396,,8.278,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
38,https://genenetwork.org/show_trait?trait_id=MmugDNA.37921.1.S1_at&dataset=INIA_MacFas_AMG_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_AMG_RMA_0110,MmugDNA.37921.1.S1_at,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",,N/A,14,6.669812,TCIRG1,10312,N/A,,,,,6.669812,6.825361,,,Marker1,,,8.122999966144562,8.295,,8.063,,8.092,,8.072,,8.024,,8.232,,8.215,,8.111,,8.038,,8.048,,8.195,,8.062,,8.191,,8.176,,8.082,,8.072,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
39,https://genenetwork.org/show_trait?trait_id=MmugDNA.27258.1.S1_at&dataset=INIA_MacFas_brain_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_brain_RMA_0110,MmugDNA.27258.1.S1_at,IRGQ,Immunity-related GTPase family Q protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8WZA9],,N/A,19,50.049391,IRGQ,126298,N/A,,,,,50.049391,50.053031,,,Marker1,,,7.4872656390070915,7.656,,7.724,,7.65,,8.046,,7.686,,7.689,,7.794,,7.699,,7.752,,7.654,,7.735,,7.655,,7.728,,7.634,,7.689,,7.667,,7.846,,7.697,,7.7,,7.452,,7.676,,7.703,,7.749,,7.62,,7.661,,7.749,,7.742,,7.728,,7.839,,7.579,,7.723,,7.674,,7.44,,7.52,,7.627,,7.531,,7.607,,7.629,,7.667,,7.551,,7.628,,7.619,,7.636,,7.753,,7.569,,7.595,,7.517,,7.63,,6.782,,6.847,,6.755,,6.938,,6.984,,6.669,,6.983,,7.027,,7.144,,6.909,,6.864,,6.928,,7.254,,6.952,,6.931,,7.103,
40,https://genenetwork.org/show_trait?trait_id=MmugDNA.27258.1.S1_at&dataset=INIA_MacFas_Hc_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Hc_RMA_0110,MmugDNA.27258.1.S1_at,IRGQ,Immunity-related GTPase family Q protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8WZA9],,N/A,19,50.049391,IRGQ,126298,N/A,,,,,50.049391,50.053031,,,Marker1,,,7.696125030517578,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.846,,7.697,,7.7,,7.452,,7.676,,7.703,,7.749,,7.62,,7.661,,7.749,,7.742,,7.728,,7.839,,7.579,,7.723,,7.674,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
41,https://genenetwork.org/show_trait?trait_id=MmugDNA.27258.1.S1_at&dataset=INIA_MacFas_AMG_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_AMG_RMA_0110,MmugDNA.27258.1.S1_at,IRGQ,Immunity-related GTPase family Q protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8WZA9],,N/A,19,50.049391,IRGQ,126298,N/A,,,,,50.049391,50.053031,,,Marker1,,,7.716124981641769,7.656,,7.724,,7.65,,8.046,,7.686,,7.689,,7.794,,7.699,,7.752,,7.654,,7.735,,7.655,,7.728,,7.634,,7.689,,7.667,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
42,https://genenetwork.org/show_trait?trait_id=MmugDNA.37921.1.S1_at&dataset=INIA_MacFas_Pf_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Pf_RMA_0110,MmugDNA.37921.1.S1_at,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",,N/A,14,6.669812,TCIRG1,10312,N/A,,,,,6.669812,6.825361,,,Marker1,,,9.132687509059906,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.236,,9.049,,9.053,,9.311,,9.278,,9.07,,9.086,,9.096,,9.224,,8.999,,9.235,,9.009,,9.093,,9.284,,8.935,,9.165,
43,https://genenetwork.org/show_trait?trait_id=MmugDNA.37921.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.37921.1.S1_at,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",,N/A,14,6.669812,TCIRG1,10312,N/A,,,,,6.669812,6.825361,,,Marker1,,,8.22118765115738,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.166,,8.208,,8.272,,8.455,,8.126,,8.215,,8.188,,8.326,,8.103,,8.079,,8.279,,8.205,,8.142,,8.362,,8.162,,8.251,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
44,https://genenetwork.org/show_trait?trait_id=MmugDNA.41414.1.S1_at&dataset=INIA_MacFas_brain_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_brain_RMA_0110,MmugDNA.41414.1.S1_at,IFNG,Interferon gamma Precursor (IFN-gamma)(Immune interferon) [Source:UniProtKB/Swiss-Prot;Acc:P01579],,N/A,11,65.143396,IFNG,3458,N/A,,,,,65.143396,65.148348,,,Marker1,,,5.416500002145767,5.679,,5.785,,5.647,,5.742,,5.582,,5.615,,5.63,,5.616,,5.687,,5.564,,5.691,,5.556,,5.741,,5.631,,5.494,,5.606,,5.453,,5.298,,5.537,,5.392,,5.489,,5.349,,5.449,,5.369,,5.51,,5.452,,5.342,,5.585,,5.511,,5.41,,5.513,,5.453,,5.303,,5.221,,5.259,,5.209,,5.261,,4.927,,5.374,,5.222,,5.377,,5.243,,5.128,,5.246,,5.26,,5.271,,5.186,,5.355,,5.292,,5.413,,5.331,,5.406,,5.465,,5.286,,5.266,,5.476,,5.254,,5.337,,5.223,,5.378,,5.28,,5.333,,5.26,,5.436,
45,https://genenetwork.org/show_trait?trait_id=MmugDNA.41414.1.S1_at&dataset=INIA_MacFas_Hc_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Hc_RMA_0110,MmugDNA.41414.1.S1_at,IFNG,Interferon gamma Precursor (IFN-gamma)(Immune interferon) [Source:UniProtKB/Swiss-Prot;Acc:P01579],,N/A,11,65.143396,IFNG,3458,N/A,,,,,65.143396,65.148348,,,Marker1,,,5.444500029087067,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5.453,,5.298,,5.537,,5.392,,5.489,,5.349,,5.449,,5.369,,5.51,,5.452,,5.342,,5.585,,5.511,,5.41,,5.513,,5.453,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
46,https://genenetwork.org/show_trait?trait_id=MmugDNA.41414.1.S1_at&dataset=INIA_MacFas_AMG_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_AMG_RMA_0110,MmugDNA.41414.1.S1_at,IFNG,Interferon gamma Precursor (IFN-gamma)(Immune interferon) [Source:UniProtKB/Swiss-Prot;Acc:P01579],,N/A,11,65.143396,IFNG,3458,N/A,,,,,65.143396,65.148348,,,Marker1,,,5.641624987125397,5.679,,5.785,,5.647,,5.742,,5.582,,5.615,,5.63,,5.616,,5.687,,5.564,,5.691,,5.556,,5.741,,5.631,,5.494,,5.606,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
47,https://genenetwork.org/show_trait?trait_id=MmugDNA.27258.1.S1_at&dataset=INIA_MacFas_Pf_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Pf_RMA_0110,MmugDNA.27258.1.S1_at,IRGQ,Immunity-related GTPase family Q protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8WZA9],,N/A,19,50.049391,IRGQ,126298,N/A,,,,,50.049391,50.053031,,,Marker1,,,6.941875070333481,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.782,,6.847,,6.755,,6.938,,6.984,,6.669,,6.983,,7.027,,7.144,,6.909,,6.864,,6.928,,7.254,,6.952,,6.931,,7.103,
48,https://genenetwork.org/show_trait?trait_id=MmugDNA.27258.1.S1_at&dataset=INIA_MacFas_Ac_RMA_0110,monkey,Macaca-fasicularis,INIA_MacFas_Ac_RMA_0110,MmugDNA.27258.1.S1_at,IRGQ,Immunity-related GTPase family Q protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8WZA9],,N/A,19,50.049391,IRGQ,126298,N/A,,,,,50.049391,50.053031,,,Marker1,,,7.594937473535538,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.44,,7.52,,7.627,,7.531,,7.607,,7.629,,7.667,,7.551,,7.628,,7.619,,7.636,,7.753,,7.569,,7.595,,7.517,,7.63,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
