"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6J,C57BL/6J_SE,BTBRT<+>tf/J,BTBRT<+>tf/J_SE,B6BTBRF1,B6BTBRF1_SE,BTBRB6F1,BTBRB6F1_SE,CASE2,CASE2_SE,CASE12,CASE12_SE,CASE16,CASE16_SE,CASE22,CASE22_SE,CASE44,CASE44_SE,CASE45,CASE45_SE,CASE46,CASE46_SE,CASE48,CASE48_SE,CASE57,CASE57_SE,CASE61,CASE61_SE,CASE72,CASE72_SE,CASE75,CASE75_SE,CASE78,CASE78_SE,CASE100,CASE100_SE,CASE105,CASE105_SE,CASE111,CASE111_SE,CASE112,CASE112_SE,CASE116,CASE116_SE,CASE123,CASE123_SE,CASE130,CASE130_SE,CASE134,CASE134_SE,CASE136,CASE136_SE,CASE148,CASE148_SE,CASE153,CASE153_SE,CASE156,CASE156_SE,CASE157,CASE157_SE,CASE159,CASE159_SE,CASE165,CASE165_SE,CASE167,CASE167_SE,CASE169,CASE169_SE,CASE173,CASE173_SE,CASE183,CASE183_SE,CASE184,CASE184_SE,CASE186,CASE186_SE,CASE190,CASE190_SE,CASE194,CASE194_SE,CASE198,CASE198_SE,CASE200,CASE200_SE,CASE207,CASE207_SE,CASE209,CASE209_SE,CASE210,CASE210_SE,CASE212,CASE212_SE,CASE223,CASE223_SE,CASE224,CASE224_SE,CASE228,CASE228_SE,CASE234,CASE234_SE,CASE235,CASE235_SE,CASE248,CASE248_SE,CASE253,CASE253_SE,CASE254,CASE254_SE,CASE260,CASE260_SE,CASE264,CASE264_SE,CASE266,CASE266_SE,CASE268,CASE268_SE,CASE270,CASE270_SE,CASE285,CASE285_SE,CASE309,CASE309_SE,CASE310,CASE310_SE,CASE317,CASE317_SE,CASE318,CASE318_SE,CASE324,CASE324_SE,CASE327,CASE327_SE,CASE328,CASE328_SE,CASE332,CASE332_SE,CASE343,CASE343_SE,CASE413,CASE413_SE,CASE416,CASE416_SE,CASE418,CASE418_SE,CASE419,CASE419_SE,CASE438,CASE438_SE,CASE439,CASE439_SE,CASE440,CASE440_SE,CASE444,CASE444_SE,CASE455,CASE455_SE,CASE458,CASE458_SE,CASE472,CASE472_SE,CASE473,CASE473_SE,CASE474,CASE474_SE,CASE479,CASE479_SE,CASE484,CASE484_SE,CASE486,CASE486_SE,CASE489,CASE489_SE,CASE491,CASE491_SE,CASE493,CASE493_SE,CASE495,CASE495_SE,CASE499,CASE499_SE,CASE501,CASE501_SE,CASE513,CASE513_SE,CASE517,CASE517_SE,CASE518,CASE518_SE,CASE523,CASE523_SE,CASE537,CASE537_SE,CASE548,CASE548_SE,CASE549,CASE549_SE,CASE550,CASE550_SE,CASE553,CASE553_SE,CASE554,CASE554_SE,CASE559,CASE559_SE,CASE560,CASE560_SE,CASE564,CASE564_SE,CASE566,CASE566_SE,CASE575,CASE575_SE,CASE585,CASE585_SE,CASE605,CASE605_SE,CASE608,CASE608_SE,CASE615,CASE615_SE,CASE617,CASE617_SE,CASE620,CASE620_SE,CASE694,CASE694_SE,CASE722,CASE722_SE
27,https://genenetwork.org/show_trait?trait_id=1420635_a_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1420635_a_at_A,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,4,25.683239,D4Mit2,13.8889414535103,0.032,9.72845,x,x,x,x,x,x,x,x,10.143,,9.99,,x,x,9.883,,9.77,,x,x,9.666,,x,x,x,x,9.528,,x,x,x,x,x,x,9.765,,9.413,,9.491,,x,x,x,x,9.984,,x,x,x,x,x,x,x,x,x,x,9.169,,x,x,x,x,9.757,,8.904,,x,x,9.763,,x,x,x,x,9.491,,9.803,,9.591,,x,x,10.054,,9.329,,9.416,,x,x,10.277,,9.869,,9.962,,x,x,x,x,x,x,x,x,9.425,,9.989,,9.723,,9.84,,x,x,x,x,x,x,x,x,x,x,9.515,,9.597,,9.713,,9.184,,9.945,,x,x,x,x,9.656,,x,x,10.08,,x,x,9.695,,9.824,,x,x,9.964,,x,x,9.906,,9.661,,10.037,,x,x,9.731,,9.8,,10.031,,9.162,,9.423,,x,x,9.839,,x,x,9.51,,x,x,9.613,,10.083,,x,x,9.696,,x,x,x,x,10.069,,x,x,10.024,,9.703,,10.432,,9.615,,x,x,9.858,,x,x,x,x,x,x,9.532,,9.706,,9.393,,9.715,,x,x,x,x
28,https://genenetwork.org/show_trait?trait_id=1420635_a_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1420635_a_at_A,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,8,4.976601,D8Mit155,11.268255689134199,0.115,9.5839,x,x,x,x,x,x,x,x,9.769,,9.655,,x,x,9.699,,9.657,,x,x,9.652,,x,x,x,x,9.176,,x,x,x,x,x,x,9.629,,9.549,,9.932,,x,x,x,x,9.717,,x,x,x,x,x,x,x,x,x,x,9.427,,x,x,x,x,9.76,,9.404,,x,x,9.726,,x,x,x,x,9.359,,9.666,,9.487,,x,x,9.765,,9.403,,9.347,,x,x,9.692,,9.543,,9.675,,x,x,x,x,x,x,x,x,9.505,,9.645,,9.66,,9.568,,x,x,x,x,x,x,x,x,x,x,9.406,,9.339,,9.462,,9.563,,9.667,,x,x,x,x,9.526,,x,x,9.597,,x,x,9.706,,9.589,,x,x,9.707,,x,x,9.59,,9.471,,9.695,,x,x,9.299,,9.549,,10.154,,9.404,,9.329,,x,x,9.462,,x,x,9.502,,x,x,9.44,,9.836,,x,x,9.195,,x,x,x,x,9.777,,x,x,9.853,,9.6,,10.246,,9.517,,x,x,9.585,,x,x,x,x,x,x,9.522,,9.415,,9.316,,9.648,,x,x,x,x
29,https://genenetwork.org/show_trait?trait_id=1443678_at_B&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1443678_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); intron 10 (from EST AK140639)",intron 10 (from EST AK140639),N/A,6,85.634774,"ALSS, ALMS, KIAA0328, foz, aussie",236266,N/A,Mm.246967,+,5.55,111.0,85.634774,85.634902,11,88.808761,D11Mit212,10.582354021731,0.17,8.16075,x,x,x,x,x,x,x,x,7.184,,8.235,,x,x,8.441,,8.784,,x,x,8.652,,x,x,x,x,8.809,,x,x,x,x,x,x,6.885,,8.49,,8.377,,x,x,x,x,6.69,,x,x,x,x,x,x,x,x,x,x,6.39,,x,x,x,x,8.028,,8.547,,x,x,8.478,,x,x,x,x,8.719,,8.655,,7.891,,x,x,7.07,,7.415,,8.824,,x,x,8.157,,8.575,,8.014,,x,x,x,x,x,x,x,x,8.256,,8.781,,7.638,,7.69,,x,x,x,x,x,x,x,x,x,x,7.839,,7.659,,7.946,,8.694,,9.018,,x,x,x,x,8.442,,x,x,8.115,,x,x,8.214,,8.201,,x,x,7.703,,x,x,8.891,,8.749,,7.526,,x,x,8.454,,7.853,,8.896,,8.032,,7.852,,x,x,7.997,,x,x,8.405,,x,x,8.684,,8.344,,x,x,8.405,,x,x,x,x,8.752,,x,x,8.438,,8.015,,8.052,,8.088,,x,x,7.973,,x,x,x,x,x,x,8.239,,8.452,,8.078,,7.964,,x,x,x,x
30,https://genenetwork.org/show_trait?trait_id=1443678_at_B&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1443678_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); intron 10 (from EST AK140639)",intron 10 (from EST AK140639),N/A,6,85.634774,"ALSS, ALMS, KIAA0328, foz, aussie",236266,N/A,Mm.246967,+,5.55,111.0,85.634774,85.634902,2,162.976177,D2Mit51,8.26936301256851,0.433,7.8507666666666704,x,x,x,x,x,x,x,x,7.732,,7.961,,x,x,7.975,,7.829,,x,x,7.927,,x,x,x,x,7.951,,x,x,x,x,x,x,7.874,,7.782,,7.944,,x,x,x,x,7.855,,x,x,x,x,x,x,x,x,x,x,7.706,,x,x,x,x,7.669,,7.872,,x,x,7.897,,x,x,x,x,7.947,,7.951,,7.861,,x,x,7.677,,7.798,,7.882,,x,x,7.919,,7.849,,7.957,,x,x,x,x,x,x,x,x,7.77,,7.904,,7.714,,7.991,,x,x,x,x,x,x,x,x,x,x,7.766,,7.872,,7.816,,7.887,,7.952,,x,x,x,x,7.931,,x,x,7.899,,x,x,8.024,,7.867,,x,x,7.778,,x,x,8.051,,7.965,,7.862,,x,x,7.814,,7.767,,7.954,,7.779,,7.68,,x,x,7.872,,x,x,7.725,,x,x,7.796,,7.913,,x,x,7.768,,x,x,x,x,7.867,,x,x,7.816,,7.765,,7.852,,7.721,,x,x,7.644,,x,x,x,x,x,x,7.911,,7.881,,7.813,,7.844,,x,x,x,x
31,https://genenetwork.org/show_trait?trait_id=1420284_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1420284_at_A,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,10,44.999903,D10Mit148,13.9181549921078,0.03,11.4112166666667,x,x,x,x,x,x,x,x,12.143,,11.415,,x,x,11.335,,11.451,,x,x,11.269,,x,x,x,x,12.104,,x,x,x,x,x,x,11.979,,11.561,,10.632,,x,x,x,x,11.237,,x,x,x,x,x,x,x,x,x,x,11.371,,x,x,x,x,11.322,,10.481,,x,x,10.863,,x,x,x,x,12.0,,12.175,,11.182,,x,x,11.477,,11.158,,11.949,,x,x,11.428,,11.502,,11.578,,x,x,x,x,x,x,x,x,11.393,,11.947,,11.714,,10.013,,x,x,x,x,x,x,x,x,x,x,11.675,,11.595,,11.612,,11.822,,10.897,,x,x,x,x,11.682,,x,x,11.157,,x,x,11.817,,11.225,,x,x,11.927,,x,x,11.786,,11.547,,11.146,,x,x,12.264,,11.29,,11.898,,10.964,,10.313,,x,x,11.3,,x,x,11.963,,x,x,11.054,,11.466,,x,x,11.309,,x,x,x,x,11.381,,x,x,11.522,,11.127,,11.188,,11.015,,x,x,9.966,,x,x,x,x,x,x,11.771,,11.898,,11.131,,11.286,,x,x,x,x
32,https://genenetwork.org/show_trait?trait_id=1420284_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1420284_at_A,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,12,25.358023,D12Mit12,7.71498673296762,0.485,11.535066666666701,x,x,x,x,x,x,x,x,11.611,,11.582,,x,x,11.412,,11.519,,x,x,11.573,,x,x,x,x,11.615,,x,x,x,x,x,x,11.689,,11.502,,11.496,,x,x,x,x,11.39,,x,x,x,x,x,x,x,x,x,x,11.402,,x,x,x,x,11.514,,11.567,,x,x,11.462,,x,x,x,x,11.528,,11.777,,11.587,,x,x,11.45,,11.325,,11.573,,x,x,11.529,,11.714,,11.568,,x,x,x,x,x,x,x,x,11.422,,11.642,,11.635,,11.404,,x,x,x,x,x,x,x,x,x,x,11.449,,11.592,,11.462,,11.577,,11.472,,x,x,x,x,11.66,,x,x,11.632,,x,x,11.601,,11.511,,x,x,11.699,,x,x,11.668,,11.537,,11.373,,x,x,12.056,,11.496,,11.575,,11.178,,11.485,,x,x,11.68,,x,x,11.615,,x,x,11.499,,11.656,,x,x,11.672,,x,x,x,x,11.51,,x,x,11.44,,11.448,,11.413,,11.278,,x,x,11.328,,x,x,x,x,x,x,11.586,,11.587,,11.487,,11.394,,x,x,x,x
33,https://genenetwork.org/show_trait?trait_id=1417793_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1417793_at_A,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,5,119.175775,D5Mit136,11.5716463553271,0.095,8.99366666666667,x,x,x,x,x,x,x,x,8.861,,9.469,,x,x,9.665,,9.788,,x,x,9.279,,x,x,x,x,8.496,,x,x,x,x,x,x,6.373,,9.599,,9.543,,x,x,x,x,8.616,,x,x,x,x,x,x,x,x,x,x,9.429,,x,x,x,x,10.475,,9.967,,x,x,9.343,,x,x,x,x,9.679,,9.245,,6.029,,x,x,8.253,,8.898,,9.528,,x,x,9.11,,7.583,,9.864,,x,x,x,x,x,x,x,x,9.1,,8.811,,9.113,,8.913,,x,x,x,x,x,x,x,x,x,x,8.428,,8.964,,9.482,,10.261,,9.719,,x,x,x,x,6.206,,x,x,9.129,,x,x,6.576,,8.791,,x,x,6.749,,x,x,8.545,,8.596,,8.944,,x,x,8.854,,9.409,,9.238,,9.079,,8.532,,x,x,8.909,,x,x,8.668,,x,x,9.487,,9.86,,x,x,9.048,,x,x,x,x,9.602,,x,x,9.347,,9.387,,12.394,,9.384,,x,x,9.343,,x,x,x,x,x,x,8.667,,8.998,,8.709,,9.286,,x,x,x,x
34,https://genenetwork.org/show_trait?trait_id=1417793_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1417793_at_A,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,16,72.501759,D16Mit114,11.217253942604602,0.083,9.83483333333333,x,x,x,x,x,x,x,x,9.949,,9.799,,x,x,10.226,,10.378,,x,x,10.002,,x,x,x,x,9.381,,x,x,x,x,x,x,9.325,,10.11,,10.554,,x,x,x,x,9.492,,x,x,x,x,x,x,x,x,x,x,9.816,,x,x,x,x,10.892,,10.216,,x,x,9.716,,x,x,x,x,9.688,,9.92,,9.199,,x,x,9.694,,9.665,,9.936,,x,x,9.93,,9.243,,10.307,,x,x,x,x,x,x,x,x,9.465,,9.705,,9.853,,9.578,,x,x,x,x,x,x,x,x,x,x,9.416,,9.786,,9.929,,10.425,,10.277,,x,x,x,x,9.204,,x,x,9.732,,x,x,9.491,,9.498,,x,x,9.487,,x,x,9.507,,9.512,,9.851,,x,x,9.43,,9.78,,9.652,,9.622,,9.452,,x,x,9.473,,x,x,9.418,,x,x,9.879,,10.388,,x,x,9.769,,x,x,x,x,10.197,,x,x,9.951,,10.092,,11.966,,9.772,,x,x,10.169,,x,x,x,x,x,x,9.889,,9.789,,9.66,,9.588,,x,x,x,x
35,https://genenetwork.org/show_trait?trait_id=1421920_a_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1421920_a_at_A,Ccr9,"chemokine (C-C motif) receptor 9 (gut-homing T cells, CCL25 receptor, with strong trans QTL on Chr 4 near Ikbkap); mid 3' UTR",mid 3' UTR,N/A,9,123.780904,"Cmkbr10, GPR-9-6",12769,N/A,Mm.42258,+,10.35,207.0,123.780904,123.781372,,,D4Mit171,12.9375271276818,0.066,5.47503333333333,x,x,x,x,x,x,x,x,5.451,,5.574,,x,x,7.091,,5.716,,x,x,5.661,,x,x,x,x,4.868,,x,x,x,x,x,x,5.337,,4.855,,6.905,,x,x,x,x,5.977,,x,x,x,x,x,x,x,x,x,x,4.892,,x,x,x,x,7.183,,5.544,,x,x,4.872,,x,x,x,x,4.68,,4.44,,4.898,,x,x,6.414,,5.131,,4.795,,x,x,4.81,,4.994,,4.594,,x,x,x,x,x,x,x,x,6.456,,4.884,,4.479,,5.109,,x,x,x,x,x,x,x,x,x,x,6.322,,4.807,,4.688,,4.841,,4.99,,x,x,x,x,5.302,,x,x,7.446,,x,x,5.17,,6.02,,x,x,5.399,,x,x,5.297,,6.855,,4.48,,x,x,5.776,,5.235,,5.003,,5.39,,5.782,,x,x,7.145,,x,x,7.301,,x,x,4.647,,5.628,,x,x,5.21,,x,x,x,x,4.753,,x,x,5.867,,5.033,,5.455,,6.275,,x,x,4.445,,x,x,x,x,x,x,6.007,,4.417,,5.909,,5.997,,x,x,x,x
36,https://genenetwork.org/show_trait?trait_id=1421920_a_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1421920_a_at_A,Ccr9,"chemokine (C-C motif) receptor 9 (gut-homing T cells, CCL25 receptor, with strong trans QTL on Chr 4 near Ikbkap); mid 3' UTR",mid 3' UTR,N/A,9,123.780904,"Cmkbr10, GPR-9-6",12769,N/A,Mm.42258,+,10.35,207.0,123.780904,123.781372,,,D15Mit5,10.8953376201269,0.134,4.61945,x,x,x,x,x,x,x,x,4.677,,4.711,,x,x,4.562,,4.741,,x,x,4.779,,x,x,x,x,4.685,,x,x,x,x,x,x,4.659,,4.433,,4.442,,x,x,x,x,4.567,,x,x,x,x,x,x,x,x,x,x,4.637,,x,x,x,x,4.815,,4.655,,x,x,4.534,,x,x,x,x,4.588,,4.601,,4.514,,x,x,4.779,,4.563,,4.735,,x,x,4.559,,4.713,,4.406,,x,x,x,x,x,x,x,x,4.759,,4.615,,4.582,,4.502,,x,x,x,x,x,x,x,x,x,x,4.425,,4.518,,4.49,,4.51,,4.505,,x,x,x,x,4.791,,x,x,4.87,,x,x,4.521,,4.653,,x,x,4.446,,x,x,4.68,,4.687,,4.635,,x,x,4.862,,4.517,,4.572,,4.261,,4.594,,x,x,4.884,,x,x,4.672,,x,x,4.76,,4.778,,x,x,4.778,,x,x,x,x,4.552,,x,x,4.514,,4.51,,4.439,,4.736,,x,x,4.592,,x,x,x,x,x,x,4.816,,4.665,,4.434,,4.687,,x,x,x,x
37,https://genenetwork.org/show_trait?trait_id=1450183_a_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1450183_a_at_A,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.817808,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.6,232.0,121.817808,121.818496,1,158.405602,D1Mit33,11.983336221385498,0.071,8.74255,x,x,x,x,x,x,x,x,8.872,,9.096,,x,x,8.923,,8.265,,x,x,8.453,,x,x,x,x,9.595,,x,x,x,x,x,x,8.443,,9.126,,8.695,,x,x,x,x,9.169,,x,x,x,x,x,x,x,x,x,x,8.401,,x,x,x,x,8.723,,8.639,,x,x,8.629,,x,x,x,x,8.785,,9.141,,8.79,,x,x,8.389,,8.895,,8.866,,x,x,8.826,,8.807,,8.866,,x,x,x,x,x,x,x,x,9.138,,8.839,,8.776,,8.585,,x,x,x,x,x,x,x,x,x,x,8.468,,9.092,,8.529,,7.976,,8.697,,x,x,x,x,9.089,,x,x,8.547,,x,x,8.584,,9.1,,x,x,8.819,,x,x,8.71,,8.846,,8.739,,x,x,8.73,,9.254,,9.527,,8.707,,8.51,,x,x,8.604,,x,x,7.812,,x,x,8.662,,8.465,,x,x,8.723,,x,x,x,x,8.19,,x,x,8.619,,9.033,,8.875,,9.015,,x,x,8.133,,x,x,x,x,x,x,9.023,,8.502,,8.274,,8.967,,x,x,x,x
38,https://genenetwork.org/show_trait?trait_id=1433455_at_B&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1433455_at_B,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.815634,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.0,220.0,121.815634,121.816043,19,29.197187,D19Mit57,9.22688518851449,0.292,9.80918333333333,x,x,x,x,x,x,x,x,9.389,,9.929,,x,x,9.79,,9.565,,x,x,9.41,,x,x,x,x,9.818,,x,x,x,x,x,x,9.898,,9.731,,10.21,,x,x,x,x,10.093,,x,x,x,x,x,x,x,x,x,x,9.652,,x,x,x,x,10.035,,9.391,,x,x,9.465,,x,x,x,x,9.873,,9.649,,9.801,,x,x,9.684,,9.792,,9.569,,x,x,9.982,,9.651,,9.742,,x,x,x,x,x,x,x,x,9.882,,9.942,,9.769,,9.731,,x,x,x,x,x,x,x,x,x,x,9.786,,9.672,,10.023,,9.887,,9.744,,x,x,x,x,10.186,,x,x,9.951,,x,x,9.985,,9.974,,x,x,9.906,,x,x,10.058,,9.829,,9.905,,x,x,9.894,,9.965,,10.218,,9.634,,9.936,,x,x,9.598,,x,x,9.712,,x,x,9.801,,9.78,,x,x,9.517,,x,x,x,x,9.651,,x,x,10.047,,9.554,,9.506,,9.917,,x,x,9.841,,x,x,x,x,x,x,9.867,,9.888,,9.947,,9.929,,x,x,x,x
39,https://genenetwork.org/show_trait?trait_id=1450183_a_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1450183_a_at_A,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.817808,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.6,232.0,121.817808,121.818496,13,46.91822,D13Mit91,12.542270933819099,0.068,8.76825,x,x,x,x,x,x,x,x,8.686,,8.712,,x,x,8.759,,8.616,,x,x,8.875,,x,x,x,x,8.988,,x,x,x,x,x,x,8.833,,8.841,,8.844,,x,x,x,x,8.826,,x,x,x,x,x,x,x,x,x,x,8.738,,x,x,x,x,8.811,,8.681,,x,x,8.78,,x,x,x,x,8.708,,8.862,,8.924,,x,x,8.777,,8.723,,8.809,,x,x,8.734,,8.67,,8.897,,x,x,x,x,x,x,x,x,8.837,,8.785,,8.902,,8.839,,x,x,x,x,x,x,x,x,x,x,8.744,,8.654,,8.815,,8.81,,8.742,,x,x,x,x,8.781,,x,x,8.914,,x,x,8.7,,8.882,,x,x,8.634,,x,x,8.739,,8.691,,8.779,,x,x,8.497,,8.808,,9.024,,8.606,,8.621,,x,x,8.679,,x,x,8.719,,x,x,8.79,,8.945,,x,x,8.855,,x,x,x,x,8.554,,x,x,8.946,,8.752,,8.738,,8.758,,x,x,8.647,,x,x,x,x,x,x,8.91,,8.607,,8.483,,8.814,,x,x,x,x
40,https://genenetwork.org/show_trait?trait_id=1433455_at_B&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1433455_at_B,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.815634,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.0,220.0,121.815634,121.816043,13,67.271282,D13Mit66,12.952457812522,0.057,9.78003333333333,x,x,x,x,x,x,x,x,9.779,,9.655,,x,x,9.845,,9.863,,x,x,9.582,,x,x,x,x,9.708,,x,x,x,x,x,x,9.948,,9.709,,9.687,,x,x,x,x,9.809,,x,x,x,x,x,x,x,x,x,x,9.68,,x,x,x,x,9.786,,9.727,,x,x,9.707,,x,x,x,x,9.657,,9.642,,9.808,,x,x,9.832,,9.759,,9.806,,x,x,9.829,,9.787,,9.643,,x,x,x,x,x,x,x,x,9.849,,9.822,,9.824,,9.8,,x,x,x,x,x,x,x,x,x,x,9.782,,9.83,,9.865,,9.722,,9.865,,x,x,x,x,9.906,,x,x,10.002,,x,x,9.814,,9.96,,x,x,9.856,,x,x,9.794,,9.702,,9.903,,x,x,9.733,,9.824,,9.909,,9.832,,9.798,,x,x,9.788,,x,x,9.713,,x,x,9.636,,9.853,,x,x,9.73,,x,x,x,x,9.612,,x,x,9.804,,9.809,,9.697,,9.761,,x,x,9.73,,x,x,x,x,x,x,9.757,,9.677,,9.889,,9.706,,x,x,x,x
