"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6J,C57BL/6J_SE,A/J,A/J_SE,ABF1,ABF1_SE,BAF1,BAF1_SE,AXB1,AXB1_SE,AXB2,AXB2_SE,AXB3,AXB3_SE,AXB4,AXB4_SE,AXB5,AXB5_SE,AXB6,AXB6_SE,AXB7,AXB7_SE,AXB8,AXB8_SE,AXB9,AXB9_SE,AXB10,AXB10_SE,AXB11,AXB11_SE,AXB12,AXB12_SE,AXB13/14,AXB13/14_SE,AXB15,AXB15_SE,AXB17,AXB17_SE,AXB18/19/20,AXB18/19/20_SE,AXB21,AXB21_SE,AXB23,AXB23_SE,AXB24,AXB24_SE,BXA1,BXA1_SE,BXA2,BXA2_SE,BXA4,BXA4_SE,BXA7,BXA7_SE,BXA8/17,BXA8/17_SE,BXA11,BXA11_SE,BXA12,BXA12_SE,BXA13,BXA13_SE,BXA14,BXA14_SE,BXA16,BXA16_SE,BXA18,BXA18_SE,BXA20,BXA20_SE,BXA22,BXA22_SE,BXA23,BXA23_SE,BXA24,BXA24_SE,BXA25,BXA25_SE,BXA26,BXA26_SE
25,https://genenetwork.org/show_trait?trait_id=1421509_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1421509_at,Sorcs1,VPS10 domain receptor protein SORCS 1 (type 2 diabetes); proximal 3' UTR,proximal 3' UTR,N/A,19,50.15042,"Sorcs, T2dm2",58178,N/A,Mm.313672,-,12.05,241.0,50.15042,50.150871,7,37.210172,D7Mit309,9.48226804909219,0.858,6.724971407935733,6.685,0.044214,6.8727,0.078455,x,x,x,x,x,x,6.9057,0.160138,x,x,x,x,6.6463,0.067021,6.7853,0.035988,x,x,6.865,0.093338,x,x,6.833,0.380423,x,x,6.5955,0.090879,x,x,6.6978,0.114655,x,x,6.6683,0.040185,x,x,x,x,x,x,7.048,,6.6367,0.096731,6.7057,0.071393,6.8148,0.09201,x,x,6.6075,0.023648,x,x,x,x,6.8908,0.095885,6.605,0.117709,x,x,x,x,x,x,x,x,6.5955,0.033871,6.648,,x,x
26,https://genenetwork.org/show_trait?trait_id=1421509_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1421509_at,Sorcs1,VPS10 domain receptor protein SORCS 1 (type 2 diabetes); proximal 3' UTR,proximal 3' UTR,N/A,19,50.15042,"Sorcs, T2dm2",58178,N/A,Mm.313672,-,12.05,241.0,50.15042,50.150871,8,7.701081,CEL-8_7689226,9.18099446599587,0.746,6.503047625223796,6.428,0.154856,6.439,0.025616,x,x,x,x,x,x,6.56,0.050858,x,x,x,x,6.78,,6.43,0.051561,x,x,6.556,0.002121,x,x,6.443,0.025456,x,x,6.539,0.074953,x,x,6.648,0.140316,x,x,6.584,0.083283,x,x,x,x,x,x,6.324,,6.48,0.049497,6.498,0.074553,6.464,0.068251,x,x,6.463,0.033234,x,x,x,x,6.427,0.026618,6.53,0.147657,x,x,x,x,x,x,x,x,6.595,0.033941,6.383,,x,x
27,https://genenetwork.org/show_trait?trait_id=ILMN_1219106&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_1219106,Rrad,Ras-related associated with diabetes; exon 5,exon 5,N/A,8,104.628499,"RAD, RAD1, REM3, Rad",56437,N/A,Mm.29467,-,2.63,50.0,104.628499,104.628549,,,Slc12a2,12.870669136359101,0.363,7.009785737310137,6.906,0.065,6.94,0.088,x,x,x,x,7.076,0.11,7.086,0.016,x,x,7.05,0.135,6.95,0.182,7.144,0.14,x,x,6.908,0.174,x,x,7.059,0.098,x,x,6.848,0.091,7.068,,6.873,0.06,x,x,7.121,0.154,x,x,6.896,0.086,6.97,0.134,6.982,0.134,7.056,0.107,6.985,0.031,7.017,0.056,7.078,0.123,6.937,,6.82,0.151,7.028,0.069,7.124,0.174,7.174,0.093,x,x,x,x,x,x,x,x,6.986,0.139,7.122,,7.07,0.069
28,https://genenetwork.org/show_trait?trait_id=ILMN_1219106&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_1219106,Rrad,Ras-related associated with diabetes; exon 5,exon 5,N/A,8,104.628499,"RAD, RAD1, REM3, Rad",56437,N/A,Mm.29467,-,2.63,50.0,104.628499,104.628549,7,144.447603,rs3686436,18.7116425987712,,9.256461546971249,10.297,0.246,10.084,0.291,x,x,x,x,8.971,0.333,9.006,0.354,x,x,9.209,0.526,9.166,0.43,9.411,0.16,x,x,9.148,0.364,x,x,9.18,0.338,x,x,9.161,0.301,9.234,0.1,9.431,0.142,x,x,9.348,0.362,x,x,9.521,0.214,9.454,0.304,9.44,0.386,8.622,0.03,9.571,0.477,x,x,9.718,0.515,9.425,0.286,8.866,0.199,9.351,0.158,8.876,0.311,9.093,0.184,x,x,x,x,x,x,x,x,8.523,0.062,8.562,0.183,x,x
29,https://genenetwork.org/show_trait?trait_id=ILMN_2656211&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2656211,Irgc1,"immunity-related GTPase family, cinema 1; exon 3",exon 3,N/A,7,24.432309,"F630044M05Rik, Gm1102, Gm474, Iigp5",210145,N/A,Mm.33811,-,2.78,50.0,24.432309,24.432359,18,89.274949,gnf18.087.834,10.0834510155683,,7.552230779941265,7.558,0.003,7.558,0.008,x,x,x,x,7.542,0.018,7.535,0.015,x,x,7.571,0.023,7.541,0.007,7.564,0.02,x,x,7.545,0.013,x,x,7.563,0.01,x,x,7.559,0.008,7.55,0.014,7.564,0.011,x,x,7.547,0.014,x,x,7.548,0.013,7.549,0.016,7.556,0.006,7.554,0.009,7.561,0.006,x,x,7.554,0.006,7.55,0.009,7.544,0.013,7.568,0.013,7.557,0.009,7.52,0.003,x,x,x,x,x,x,x,x,7.548,0.017,7.552,0.009,x,x
30,https://genenetwork.org/show_trait?trait_id=ILMN_2656211&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2656211,Irgc1,"immunity-related GTPase family, cinema 1; exon 3",exon 3,N/A,7,24.432309,"F630044M05Rik, Gm1102, Gm474, Iigp5",210145,N/A,Mm.33811,-,2.78,50.0,24.432309,24.432359,14,14.284982,D14Mit147,10.228710811337,0.473,7.065392851829529,6.951,0.147,6.872,0.037,x,x,x,x,6.652,0.084,7.092,0.117,x,x,7.102,0.316,7.196,0.392,7.111,0.03,x,x,6.94,0.007,x,x,6.96,0.139,x,x,7.257,0.12,6.751,,7.092,0.011,x,x,7.136,0.518,x,x,6.995,0.136,7.112,0.008,7.029,0.081,7.134,0.141,7.216,0.009,7.02,0.208,7.134,0.125,7.173,,7.09,0.182,6.909,0.142,7.136,0.065,6.93,0.078,x,x,x,x,x,x,x,x,7.14,0.049,7.233,,7.468,0.267
31,https://genenetwork.org/show_trait?trait_id=1423529_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1423529_at_A,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,1,25.575438,rs13475772,9.95478919851751,,6.256964257785252,6.194,0.07,6.367,0.047,x,x,x,x,6.175,0.005,6.276,0.074,x,x,6.265,0.057,6.263,0.02,6.27,0.105,x,x,6.35,0.207,x,x,6.206,0.081,x,x,6.286,0.085,6.283,0.082,6.369,0.042,x,x,6.25,0.017,x,x,6.249,0.111,6.281,0.066,6.261,,6.297,0.06,6.232,0.083,6.184,0.045,6.272,0.057,6.25,0.051,6.314,0.035,6.229,0.06,6.233,0.035,6.264,0.011,x,x,x,x,x,x,x,x,6.207,0.087,6.213,0.111,6.155,0.044
32,https://genenetwork.org/show_trait?trait_id=1423529_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1423529_at,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,X,9.335755,DXMit124,12.2437416562276,0.589,6.089542865753174,6.1208,0.026156,6.0967,0.09336,x,x,x,x,x,x,6.1825,0.125626,x,x,x,x,6.0133,0.060317,6.129,0.026067,x,x,6.176,0.046669,x,x,6.0595,0.19304,x,x,6.1638,0.101716,x,x,6.0902,0.057101,x,x,6.1233,0.046079,x,x,x,x,x,x,6.213,,6.0358,0.048583,6.0615,0.085185,6.1914,0.058206,x,x,6.0663,0.045994,x,x,x,x,6.1768,0.060396,5.977,0.065943,x,x,x,x,x,x,x,x,6.0345,0.047601,5.988,,x,x
33,https://genenetwork.org/show_trait?trait_id=1423529_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1423529_at,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,12,115.134927,D12Nds2,11.4886205099831,0.237,6.079857167743501,6.072,0.08061,6.037,0.023721,x,x,x,x,x,x,6.087,0.036513,x,x,x,x,6.037,,6.097,0.080636,x,x,6.105,0.037477,x,x,6.096,0.156978,x,x,6.095,0.157685,x,x,6.092,0.092675,x,x,6.069,0.016491,x,x,x,x,x,x,6.191,,6.117,0.113137,6.063,0.035504,6.114,0.025288,x,x,5.992,0.176777,x,x,x,x,6.075,0.118573,6.051,0.021649,x,x,x,x,x,x,x,x,6.129,0.054447,6.024,,x,x
34,https://genenetwork.org/show_trait?trait_id=ILMN_2768026&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2768026,Gusb,"glucuronidase, beta; exon 9",exon 9,N/A,5,129.995456,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,,3.13,,129.995456,129.995506,15,72.417337,rs13482643,13.0321005328324,0.361,7.333999991416931,7.65,0.152,7.446,0.149,x,x,x,x,7.61,0.037,7.136,0.021,x,x,7.05,0.43,7.187,0.03,7.474,0.132,x,x,7.384,0.12,x,x,7.28,0.165,x,x,7.38,0.348,7.455,,7.196,0.067,x,x,7.067,0.334,x,x,7.378,0.245,7.488,0.327,7.542,0.112,7.113,0.156,7.235,0.816,7.278,0.008,7.584,0.322,7.423,,7.259,0.023,7.365,0.154,7.52,0.128,7.366,0.176,x,x,x,x,x,x,x,x,7.33,0.011,7.142,,7.014,0.008
35,https://genenetwork.org/show_trait?trait_id=ILMN_2741114&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2741114,Gusb,"glucuronidase, beta; exon 3",exon 3,N/A,5,130.000461,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,-,2.38,50.0,130.000461,130.000511,5,130.226995,rs6329591,31.7706893115245,0.0,7.078571438789368,7.272,0.081,6.957,0.113,x,x,x,x,7.513,0.141,6.881,0.052,x,x,7.076,0.083,6.858,0.136,6.948,0.194,x,x,7.444,0.148,x,x,6.985,0.146,x,x,6.914,0.12,7.223,,6.908,0.084,x,x,7.05,0.306,x,x,7.044,0.28,7.026,0.064,7.032,0.066,6.893,0.037,7.22,0.216,6.931,0.171,7.095,0.132,6.916,,6.803,0.245,7.326,0.05,7.252,0.122,6.912,0.056,x,x,x,x,x,x,x,x,7.36,0.032,7.429,,6.932,0.034
36,https://genenetwork.org/show_trait?trait_id=ILMN_1256735&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_1256735,Gusb,"glucuronidase, beta; intron 5",intron 5,N/A,5,129.999866,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,-,2.63,50.0,129.999866,129.999916,5,130.226995,rs6329591,69.3548587066283,0.0,7.20842855317252,7.768,0.107,6.716,0.111,x,x,x,x,7.898,0.711,7.006,0.083,x,x,7.75,0.314,6.86,0.163,6.882,0.015,x,x,8.06,0.068,x,x,6.809,0.243,x,x,7.002,0.257,8.075,,6.728,0.026,x,x,6.783,0.045,x,x,6.813,0.04,6.786,0.035,6.732,0.045,6.889,0.127,6.878,0.104,6.706,0.091,6.762,0.042,6.916,,6.793,0.041,8.087,0.204,7.883,0.407,6.953,0.048,x,x,x,x,x,x,x,x,7.845,0.001,8.552,,6.904,0.1
37,https://genenetwork.org/show_trait?trait_id=ILMN_2768026&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2768026,Gusb,"glucuronidase, beta; exon 9",exon 9,N/A,5,129.995456,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,,3.13,,129.995456,129.995506,5,142.064326,rs13478566,11.3332332406998,,7.605730790358323,7.643,0.008,7.612,0.006,x,x,x,x,7.614,0.022,7.589,0.013,x,x,7.622,0.02,7.587,0.018,7.621,0.019,x,x,7.612,0.016,x,x,7.612,0.015,x,x,7.603,0.02,7.596,0.007,7.607,0.005,x,x,7.595,0.017,x,x,7.588,0.01,7.617,0.017,7.594,0.021,7.592,0.023,7.617,0.024,x,x,7.603,0.022,7.602,0.003,7.59,0.016,7.613,0.012,7.62,0.019,7.586,0.013,x,x,x,x,x,x,x,x,7.612,0.029,7.602,0.022,x,x
38,https://genenetwork.org/show_trait?trait_id=ILMN_2741114&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2741114,Gusb,"glucuronidase, beta; exon 3",exon 3,N/A,5,130.000461,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,-,2.38,50.0,130.000461,130.000511,5,130.226995,rs6329591,16.7403206059927,,7.572153861706074,7.619,0.014,7.57,0.007,x,x,x,x,7.579,0.013,7.548,0.007,x,x,7.593,0.016,7.552,0.01,7.576,0.018,x,x,7.579,0.008,x,x,7.578,0.007,x,x,7.569,0.01,7.575,0.006,7.567,0.008,x,x,7.552,0.01,x,x,7.563,0.002,7.572,0.016,7.558,0.011,7.57,0.017,7.577,0.013,x,x,7.565,0.011,7.566,0.007,7.559,0.006,7.6,0.007,7.588,0.015,7.544,0.007,x,x,x,x,x,x,x,x,7.578,0.016,7.579,0.011,x,x
39,https://genenetwork.org/show_trait?trait_id=ILMN_2855334&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2855334,Gusb,"glucuronidase, beta; putative intergenic",putative intergenic,N/A,3,60.40516,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,-,1.39,25.0,60.40516,60.405187,11,55.394554,rs4228731,12.4750169435671,0.356,9.997678552355085,9.765,0.202,9.434,0.124,x,x,x,x,10.378,0.51,10.283,0.181,x,x,9.926,0.968,9.678,0.359,10.117,0.361,x,x,10.066,0.122,x,x,10.439,0.11,x,x,9.544,0.032,10.09,,9.936,0.552,x,x,10.337,0.803,x,x,9.817,0.239,9.844,0.144,9.486,0.003,9.958,0.305,10.53,0.197,10.022,0.51,10.482,0.003,10.787,,10.018,0.987,9.821,0.004,9.632,0.168,9.57,0.429,x,x,x,x,x,x,x,x,10.138,0.633,9.859,,9.978,0.301
40,https://genenetwork.org/show_trait?trait_id=1448124_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1448124_at_A,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,1,185.177962,rs6154379,11.876407509386699,,9.270535707473755,9.564,0.186,9.395,0.191,x,x,x,x,9.496,0.034,9.504,0.099,x,x,9.413,0.088,8.939,0.143,9.15,0.265,x,x,9.446,0.164,x,x,9.023,0.12,x,x,8.859,0.133,9.018,0.198,8.853,0.175,x,x,9.164,0.04,x,x,9.213,0.389,9.36,0.252,8.655,,9.705,0.175,9.618,0.128,9.331,0.04,9.206,0.19,9.06,0.049,9.065,0.003,9.633,0.163,9.623,0.099,9.308,0.158,x,x,x,x,x,x,x,x,9.429,0.048,9.345,0.045,9.2,0.268
41,https://genenetwork.org/show_trait?trait_id=1448124_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1448124_at,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,,,rs13482937,12.2977515933149,0.516,10.118861879621234,10.3333,0.085511,9.7467,0.100738,x,x,x,x,x,x,10.0338,0.096077,x,x,x,x,9.924,0.126096,9.9423,0.183091,x,x,10.0885,0.171827,x,x,10.1535,0.070004,x,x,10.039,0.064154,x,x,9.813,0.145827,x,x,10.0189,0.034095,x,x,x,x,x,x,10.425,,10.2163,0.058732,9.9698,0.139401,10.3406,0.076972,x,x,10.0613,0.114013,x,x,x,x,10.253,0.078396,10.0753,0.049378,x,x,x,x,x,x,x,x,10.418,0.049788,10.407,,x,x
42,https://genenetwork.org/show_trait?trait_id=ILMN_2855334&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2855334,Gusb,"glucuronidase, beta; putative intergenic",putative intergenic,N/A,3,60.40516,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,-,1.39,25.0,60.40516,60.405187,3,14.887894,rs13476985,9.555350394168249,,8.242692323831411,8.373,0.021,8.244,0.016,x,x,x,x,8.422,0.107,8.28,0.052,x,x,8.186,0.066,8.251,0.062,8.256,0.078,x,x,8.315,0.074,x,x,8.177,0.017,x,x,8.27,0.026,8.186,0.046,8.227,0.03,x,x,8.332,0.076,x,x,8.208,0.04,8.272,0.049,8.199,0.042,8.159,0.068,8.312,0.041,x,x,8.091,0.024,8.221,0.079,8.201,0.055,8.169,0.048,8.28,0.035,8.311,0.066,x,x,x,x,x,x,x,x,8.191,0.052,8.177,0.044,x,x
43,https://genenetwork.org/show_trait?trait_id=1448124_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1448124_at,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,5,31.228114,rs13478167,10.3736021282143,0.665,11.567904699416388,11.196,0.094752,11.992,0.115919,x,x,x,x,x,x,10.984,0.0508,x,x,x,x,11.701,,11.837,0.042763,x,x,11.311,0.218496,x,x,11.526,0.096167,x,x,11.221,0.038891,x,x,11.436,0.098885,x,x,11.546,0.100866,x,x,x,x,x,x,11.787,,11.828,0.111016,11.66,0.182539,11.666,0.075114,x,x,11.42,0.320319,x,x,x,x,11.62,0.123394,11.659,0.120973,x,x,x,x,x,x,x,x,11.733,0.208597,11.809,,x,x
44,https://genenetwork.org/show_trait?trait_id=ILMN_2727472&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2727472,Isl1,"ISL1 transcription factor, LIM/homeodomain (diabetes-associated); mid 3' UTR",mid 3' UTR,N/A,13,116.298629,"Isl-1, ISL1",16392,N/A,Mm.42242,-,2.17,50.0,116.298629,116.298679,10,127.297783,mCV23897761,11.974662798509202,0.421,12.523571423121862,12.406,0.206,13.507,0.279,x,x,x,x,12.549,0.296,12.442,0.021,x,x,12.599,0.19,13.444,0.827,12.894,0.026,x,x,12.706,0.185,x,x,12.439,0.639,x,x,12.484,0.069,12.473,,11.925,0.146,x,x,11.863,1.428,x,x,13.18,0.098,12.913,0.255,12.564,0.141,12.73,0.132,11.814,0.747,12.366,0.462,12.542,0.142,12.965,,12.499,0.01,12.072,0.223,12.306,0.076,12.57,0.076,x,x,x,x,x,x,x,x,12.682,0.231,11.762,,11.964,0.672
45,https://genenetwork.org/show_trait?trait_id=ILMN_2727472&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2727472,Isl1,"ISL1 transcription factor, LIM/homeodomain (diabetes-associated); mid 3' UTR",mid 3' UTR,N/A,13,116.298629,"Isl-1, ISL1",16392,N/A,Mm.42242,-,2.17,50.0,116.298629,116.298679,2,161.566037,rs6204809,10.5821630328373,,7.535615389163677,7.566,0.008,7.559,0.006,x,x,x,x,7.52,0.023,7.522,0.01,x,x,7.55,0.016,7.526,0.02,7.533,0.022,x,x,7.524,0.007,x,x,7.554,0.008,x,x,7.536,0.017,7.534,0.01,7.539,0.007,x,x,7.517,0.012,x,x,7.527,0.002,7.533,0.013,7.535,0.018,7.539,0.022,7.54,0.018,x,x,7.544,0.016,7.531,0.013,7.529,0.012,7.55,0.011,7.538,0.02,7.51,0.01,x,x,x,x,x,x,x,x,7.534,0.023,7.536,0.017,x,x
46,https://genenetwork.org/show_trait?trait_id=1417394_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1417394_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.0541871921182302,214.0,55.527415,55.527727,1,180.548479,CEL-1_178635782,7.85991121818067,,6.549285684313093,6.568,0.174,6.474,0.161,x,x,x,x,6.522,0.087,6.41,0.06,x,x,6.609,0.116,6.883,0.096,6.689,0.037,x,x,6.554,0.059,x,x,6.474,0.029,x,x,6.616,0.032,6.604,0.192,6.527,0.078,x,x,6.534,0.054,x,x,6.494,0.085,6.494,0.148,6.553,,6.523,0.038,6.47,0.085,6.57,0.084,6.599,0.053,6.671,0.132,6.556,0.083,6.461,0.077,6.533,0.054,6.483,0.013,x,x,x,x,x,x,x,x,6.506,0.027,6.502,0.015,6.501,0.047
47,https://genenetwork.org/show_trait?trait_id=1417394_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1417394_at,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.054187192,214.0,55.527415,55.527727,5,40.977741,D5Mit267,7.85069386532934,0.991,11.261233375186013,11.1817,0.119056,10.781,0.250666,x,x,x,x,x,x,11.0745,0.065853,x,x,x,x,11.6033,0.319662,11.0123,0.207394,x,x,11.5395,0.225567,x,x,11.1225,0.033234,x,x,11.6178,0.380201,x,x,11.2413,0.207519,x,x,11.1772,0.069928,x,x,x,x,x,x,11.58,,11.357,0.130506,10.866,0.149596,10.9272,0.086562,x,x,11.1715,0.188343,x,x,x,x,11.0373,0.17248,10.9513,0.174918,x,x,x,x,x,x,x,x,11.618,0.176484,11.483,,x,x
48,https://genenetwork.org/show_trait?trait_id=1417394_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1417394_at,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.054187192,214.0,55.527415,55.527727,,,rs3710273,9.76375448543441,0.79,7.438666616167341,7.229,0.130815,7.231,0.076349,x,x,x,x,x,x,6.988,0.151206,x,x,x,x,7.994,,7.377,0.137785,x,x,7.256,0.214253,x,x,7.768,0.098288,x,x,7.639,0.055861,x,x,7.512,0.040388,x,x,7.397,0.115808,x,x,x,x,x,x,7.249,,7.468,0.195161,7.335,0.143025,7.568,0.117287,x,x,7.233,0.097581,x,x,x,x,7.661,0.049078,7.114,0.048587,x,x,x,x,x,x,x,x,7.358,0.414365,7.942,,x,x
49,https://genenetwork.org/show_trait?trait_id=ILM4280129&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM4280129,Rrad,Ras-related associated with diabetes; exon 5,exon 5,N/A,8,104.628493,"RAD, RAD1, REM3, Rad",56437,N/A,Mm.29467,-,5.0,50.0,104.628493,104.628543,12,40.557573,rs13481405,11.843103376930799,,7.783678582736424,7.676,0.093,8.078,0.103,x,x,x,x,7.848,,7.609,,x,x,7.699,,7.683,,7.841,0.305,x,x,7.956,,x,x,7.642,,x,x,8.049,,7.637,,8.11,0.025,x,x,7.865,0.045,x,x,7.525,,7.942,,7.813,,7.836,,7.804,0.115,7.746,,7.668,,7.866,,7.858,,7.768,,7.709,,7.666,,x,x,x,x,x,x,x,x,7.566,,7.675,,7.808,
50,https://genenetwork.org/show_trait?trait_id=ILM5220278&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM5220278,Irgc1,"immunity-related GTPase family, cinema 1; exon 3",exon 3,N/A,7,24.432309,"F630044M05Rik, Gm1102, Gm474, Iigp5",210145,N/A,Mm.33811,-,5.0,50.0,24.432309,24.432359,17,82.558618,rs13483130,11.619701505514199,,7.243535757064819,7.153,0.063,7.191,0.212,x,x,x,x,7.19,,7.269,,x,x,7.174,,7.306,,7.182,0.042,x,x,7.337,,x,x,7.452,,x,x,7.078,,7.281,,7.251,0.217,x,x,7.14,0.031,x,x,7.073,,7.214,,7.359,,7.428,,7.307,0.14,7.274,,7.21,,7.461,,6.971,,7.21,,7.178,,7.639,,x,x,x,x,x,x,x,x,7.076,,7.174,,7.241,
