"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,Rep1DS,Rep1DS_SE,Rep2DE,Rep2DE_SE,Rep3NDS,Rep3NDS_SE,Rep4NDE,Rep4NDE_SE,Rep5DS,Rep5DS_SE,Rep6DE,Rep6DE_SE,Rep7NDS,Rep7NDS_SE,Rep8NDE,Rep8NDE_SE,Rep9DS,Rep9DS_SE,Rep10DE,Rep10DE_SE,Rep11NDS,Rep11NDS_SE,Rep12NDE,Rep12NDE_SE,Rep13DS,Rep13DS_SE,Rep14DE,Rep14DE_SE,Rep15NDS,Rep15NDS_SE,Rep16NDE,Rep16NDE_SE
47,https://genenetwork.org/show_trait?trait_id=10506303&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506303,Lepr,leptin receptor,,N/A,4,101.717881,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717881,101.717905,,,,,,7.258312523365021,6.933,,7.397,,7.646,,7.612,,7.238,,7.292,,7.709,,8.074,,6.684,,6.48,,7.254,,6.787,,7.697,,6.453,,7.2,,7.677,
48,https://genenetwork.org/show_trait?trait_id=10506304&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506304,Lepr,leptin receptor,,N/A,4,101.717914,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717914,101.717938,,,,,,4.782500043511391,5.64,,4.812,,4.261,,5.577,,5.35,,5.914,,4.839,,5.04,,5.096,,4.964,,4.421,,4.295,,4.083,,4.572,,3.751,,3.905,
49,https://genenetwork.org/show_trait?trait_id=10506305&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506305,Lepr,leptin receptor,,N/A,4,101.728044,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.728044,101.728069,,,,,,5.4318749606609344,5.203,,5.331,,5.151,,5.465,,5.201,,5.496,,5.706,,6.004,,5.272,,5.751,,4.706,,5.629,,5.864,,4.582,,5.693,,5.856,
50,https://genenetwork.org/show_trait?trait_id=10506306&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506306,Lepr,leptin receptor,,N/A,4,101.73345,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.73345,101.733595,,,,,,5.667750000953674,5.675,,5.748,,6.014,,6.004,,5.106,,5.391,,5.594,,5.677,,4.581,,5.671,,5.446,,6.116,,5.665,,6.18,,5.848,,5.968,
51,https://genenetwork.org/show_trait?trait_id=10506307&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506307,Lepr,leptin receptor,,N/A,4,101.735617,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.735617,101.735679,,,,,,5.542937457561493,5.942,,5.672,,5.421,,5.239,,5.638,,5.66,,5.467,,5.501,,5.542,,5.492,,5.662,,5.568,,5.862,,5.534,,5.094,,5.393,
52,https://genenetwork.org/show_trait?trait_id=10506308&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506308,Lepr,leptin receptor,,N/A,4,101.745595,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.745595,101.745705,,,,,,7.042062491178513,7.064,,6.957,,7.138,,6.944,,7.013,,7.289,,7.412,,7.118,,6.862,,7.174,,7.241,,7.62,,6.1,,6.742,,6.763,,7.236,
53,https://genenetwork.org/show_trait?trait_id=10506309&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506309,Lepr,leptin receptor,,N/A,4,101.750322,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.750322,101.750389,,,,,,4.653500020503998,4.57,,4.677,,4.904,,4.361,,4.119,,4.567,,4.886,,4.166,,4.505,,4.823,,4.676,,5.166,,4.656,,4.526,,4.527,,5.327,
54,https://genenetwork.org/show_trait?trait_id=10506310&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506310,Lepr,leptin receptor,,N/A,4,101.7521,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.7521,101.752194,,,,,,5.219812512397766,4.705,,5.247,,5.609,,5.729,,5.204,,4.577,,5.126,,4.838,,4.965,,5.706,,5.419,,6.006,,5.764,,5.272,,4.637,,4.713,
55,https://genenetwork.org/show_trait?trait_id=10506311&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506311,Lepr,leptin receptor,,N/A,4,101.765058,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.765058,101.765137,,,,,,6.9413124322891235,7.099,,6.679,,6.562,,7.105,,7.345,,7.38,,6.911,,6.946,,7.023,,6.436,,7.256,,6.677,,7.273,,6.738,,7.224,,6.407,
56,https://genenetwork.org/show_trait?trait_id=10506312&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506312,Lepr,leptin receptor,,N/A,4,101.76532,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.76532,101.765398,,,,,,4.925624996423721,4.683,,5.39,,4.486,,4.839,,4.724,,4.198,,5.338,,5.014,,5.692,,4.969,,5.066,,5.315,,4.855,,4.538,,4.688,,5.015,
57,https://genenetwork.org/show_trait?trait_id=10506313&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506313,Lepr,leptin receptor,,N/A,4,101.768052,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.768052,101.768112,,,,,,5.872124940156937,5.891,,5.816,,5.689,,6.114,,6.095,,6.246,,5.707,,5.966,,5.724,,5.993,,5.928,,5.672,,5.645,,5.465,,6.226,,5.777,
58,https://genenetwork.org/show_trait?trait_id=10506314&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506314,Lepr,leptin receptor,,N/A,4,101.771375,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.771375,101.771425,,,,,,4.214124992489815,4.206,,4.684,,4.093,,4.331,,3.912,,3.883,,4.076,,3.818,,4.773,,3.918,,4.729,,4.058,,4.348,,4.099,,4.467,,4.031,
59,https://genenetwork.org/show_trait?trait_id=10506315&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506315,Lepr,leptin receptor,,N/A,4,101.772888,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.772888,101.772983,,,,,,6.247500002384186,6.009,,6.979,,5.873,,6.184,,5.164,,6.272,,6.141,,6.187,,6.472,,5.554,,6.946,,5.842,,6.142,,6.544,,7.095,,6.556,
60,https://genenetwork.org/show_trait?trait_id=10506316&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506316,Lepr,leptin receptor,,N/A,4,101.774201,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.774201,101.774225,,,,,,5.81968754529953,5.622,,5.913,,6.853,,6.635,,6.411,,6.036,,4.556,,5.213,,6.071,,6.041,,5.446,,4.926,,6.333,,6.053,,6.116,,4.89,
61,https://genenetwork.org/show_trait?trait_id=10506317&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506317,Lepr,leptin receptor,,N/A,4,101.77995,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.77995,101.780091,,,,,,6.713687479496002,6.388,,6.816,,6.804,,7.145,,6.694,,6.66,,7.132,,6.402,,6.886,,7.412,,7.077,,6.342,,6.644,,6.605,,5.639,,6.773,
62,https://genenetwork.org/show_trait?trait_id=10506318&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506318,Lepr,leptin receptor,,N/A,4,101.780095,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.780095,101.780121,,,,,,4.249999985098839,3.925,,4.257,,4.493,,4.222,,4.815,,4.104,,4.337,,4.027,,4.365,,4.446,,4.263,,4.049,,4.342,,4.027,,4.166,,4.162,
63,https://genenetwork.org/show_trait?trait_id=10506319&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506319,Lepr,leptin receptor,,N/A,4,101.782583,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.782583,101.782706,,,,,,7.413062512874603,7.389,,7.481,,7.939,,7.368,,7.294,,7.431,,7.72,,7.171,,7.371,,7.406,,6.881,,7.465,,7.428,,7.57,,7.792,,6.903,
64,https://genenetwork.org/show_trait?trait_id=10506321&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506321,Lepr,leptin receptor,,N/A,4,101.789274,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.789274,101.789329,,,,,,5.300562530755997,4.788,,5.58,,5.107,,5.109,,4.727,,5.708,,5.792,,5.5,,5.418,,5.441,,6.073,,5.427,,5.547,,4.457,,5.195,,4.94,
65,https://genenetwork.org/show_trait?trait_id=10506322&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506322,Lepr,leptin receptor,,N/A,4,101.790825,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.790825,101.790892,,,,,,7.159687519073486,7.182,,7.584,,7.247,,7.282,,7.343,,7.248,,7.044,,7.125,,6.996,,6.414,,6.863,,7.532,,7.207,,7.247,,7.226,,7.015,
66,https://genenetwork.org/show_trait?trait_id=10506323&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506323,Lepr,leptin receptor,,N/A,4,101.792029,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.792029,101.792066,,,,,,6.343187510967255,6.66,,6.535,,5.695,,6.217,,6.252,,5.943,,6.983,,6.475,,6.163,,6.668,,6.196,,5.918,,7.145,,6.103,,6.448,,6.09,
67,https://genenetwork.org/show_trait?trait_id=10506324&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506324,Lepr,leptin receptor,,N/A,4,101.792092,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.792092,101.792193,,,,,,5.007437527179718,4.982,,5.026,,4.897,,5.022,,4.475,,5.152,,5.3,,5.341,,4.363,,5.156,,5.679,,5.301,,4.352,,4.708,,5.425,,4.94,
68,https://genenetwork.org/show_trait?trait_id=10506325&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506325,Lepr,leptin receptor,,N/A,4,101.811366,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.811366,101.81139,,,,,,5.127624958753586,4.884,,5.913,,6.129,,4.486,,4.864,,4.572,,6.006,,4.576,,5.41,,5.595,,5.624,,5.016,,5.021,,4.976,,3.915,,5.055,
69,https://genenetwork.org/show_trait?trait_id=10506326&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506326,Lepr,leptin receptor,,N/A,4,101.812267,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.812267,101.812291,,,,,,5.355250045657158,4.368,,5.931,,5.246,,5.985,,5.179,,6.428,,5.282,,5.827,,3.957,,5.157,,5.895,,5.664,,5.248,,5.708,,4.754,,5.055,
70,https://genenetwork.org/show_trait?trait_id=10506327&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506327,Lepr,leptin receptor,,N/A,4,101.813367,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.813367,101.813391,,,,,,5.89418751001358,6.545,,5.323,,6.474,,5.158,,4.367,,6.569,,6.968,,5.241,,4.801,,5.756,,6.587,,6.698,,6.04,,5.656,,7.336,,4.788,
71,https://genenetwork.org/show_trait?trait_id=10506328&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506328,Lepr,leptin receptor,,N/A,4,101.814741,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.814741,101.815025,,,,,,4.839062452316284,4.441,,5.685,,4.338,,5.082,,4.518,,4.604,,4.731,,4.975,,4.891,,4.809,,4.507,,4.993,,5.599,,5.45,,4.542,,4.26,
72,https://genenetwork.org/show_trait?trait_id=10506329&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506329,Lepr,leptin receptor,,N/A,4,101.815435,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.815435,101.815459,,,,,,4.041812539100647,4.234,,4.202,,3.751,,4.08,,4.071,,3.857,,3.892,,3.875,,3.616,,3.565,,4.341,,4.01,,4.739,,3.899,,3.974,,4.563,
73,https://genenetwork.org/show_trait?trait_id=10506301&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10506301,Lepr,leptin receptor,,N/A,4,101.717439,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717439,101.815572,,,,,,6.164062470197678,6.075,,6.263,,6.193,,6.223,,6.074,,6.183,,6.187,,6.087,,6.249,,6.159,,6.352,,6.203,,6.172,,5.952,,6.04,,6.213,
74,https://genenetwork.org/show_trait?trait_id=10385500&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10385500,Irgm1,immunity-related GTPase family M member 1,,N/A,11,48.865247,"Irgm1, RP23-14F5.1, Ifi1, Iigp3, Iipg3, Irgm, LRG-47",15944,N/A,,-,0.0,0.0,48.865247,48.871367,,,,,,8.229062497615814,11.475,,8.676,,7.368,,7.348,,9.111,,7.842,,7.328,,7.485,,8.995,,8.745,,7.666,,7.478,,8.356,,8.943,,7.304,,7.545,
75,https://genenetwork.org/show_trait?trait_id=10385501&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10385501,Irgm1,immunity-related GTPase family M member 1,,N/A,11,48.865606,"Irgm1, RP23-14F5.1, Ifi1, Iigp3, Iipg3, Irgm, LRG-47",15944,N/A,,-,0.0,0.0,48.865606,48.866859,,,,,,8.441562503576279,11.966,,8.993,,7.488,,7.512,,9.307,,7.912,,7.649,,7.558,,9.396,,8.925,,7.718,,7.711,,8.607,,9.157,,7.457,,7.709,
76,https://genenetwork.org/show_trait?trait_id=10385502&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10385502,Irgm1,immunity-related GTPase family M member 1,,N/A,11,48.868562,"Irgm1, RP23-14F5.1, Ifi1, Iigp3, Iipg3, Irgm, LRG-47",15944,N/A,,-,0.0,0.0,48.868562,48.868757,,,,,,7.023562520742416,10.074,,7.014,,6.577,,6.722,,7.645,,7.119,,6.262,,6.649,,7.104,,6.95,,6.563,,6.345,,7.094,,7.259,,6.587,,6.413,
77,https://genenetwork.org/show_trait?trait_id=10385503&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10385503,Irgm1,immunity-related GTPase family M member 1,,N/A,11,48.871094,"Irgm1, RP23-14F5.1, Ifi1, Iigp3, Iipg3, Irgm, LRG-47",15944,N/A,,-,0.0,0.0,48.871094,48.871345,,,,,,8.803062528371811,11.922,,9.263,,7.842,,7.721,,9.74,,8.493,,7.8,,8.084,,9.798,,9.449,,8.237,,7.891,,8.951,,9.934,,7.674,,8.05,
78,https://genenetwork.org/show_trait?trait_id=10538187&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10538187,Gpnmb,"glycoprotein nonmetastatic melanoma protein B (cancer antigen, innate immunity, and glaucoma)",,N/A,6,49.036625,"Dchil, ipd, osteoactivin, OA, NMB, HGFIN, GPNMB",93695,N/A,,+,0.0,0.0,49.036625,49.058108,,,,,,7.352687478065491,7.607,,7.326,,7.483,,7.189,,7.315,,7.199,,7.386,,7.866,,7.361,,7.138,,7.358,,7.363,,7.286,,7.064,,7.305,,7.397,
