"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6J,C57BL/6J_SE,C3H/HeJ,C3H/HeJ_SE,BHF1,BHF1_SE,HBF1,HBF1_SE,BXH2,BXH2_SE,BXH3,BXH3_SE,BXH4,BXH4_SE,BXH6,BXH6_SE,BXH7,BXH7_SE,BXH8,BXH8_SE,BXH9,BXH9_SE,BXH10,BXH10_SE,BXH11,BXH11_SE,BXH12,BXH12_SE,BXH14,BXH14_SE,BXH19,BXH19_SE,BXH20,BXH20_SE,BXH21,BXH21_SE,BXH22,BXH22_SE,B6cC3-1,B6cC3-1_SE
38,https://genenetwork.org/show_trait?trait_id=ILM5900050&dataset=UCLA_BXHBXD_CARTILAGE,mouse,BXH,UCLA_BXHBXD_CARTILAGE,ILM5900050,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534619,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534619,24.534669,8,29.18021,CEL-8_26907016,10.932044597310398,0.482,8.0263818218,8.0452,,8.05529,,x,x,x,x,8.04835,,x,x,8.02859,,8.05658,,x,x,8.00728,,8.05904,,x,x,x,x,x,x,8.03506,,8.06604,,x,x,x,x,8.09575,,8.00882,
39,https://genenetwork.org/show_trait?trait_id=ILM4200575&dataset=UCLA_BXHBXD_CARTILAGE,mouse,BXH,UCLA_BXHBXD_CARTILAGE,ILM4200575,Irgq,"immunity-related GTPase family, Q; exon 4",exon 4,N/A,7,24.534379,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534379,24.534429,16,34.000862,rs4171718,10.3336690092433,0.64,7.942669369280002,7.95301,,7.98625,,x,x,x,x,8.01571,,x,x,7.93676,,7.9191,,x,x,7.87606,,7.93601,,x,x,x,x,x,x,7.96677,,7.96116,,x,x,x,x,7.98904,,7.92438,
40,https://genenetwork.org/show_trait?trait_id=ILM2260047&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM2260047,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.538391,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.538391,24.538441,,,,,,8.177057170642856,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
41,https://genenetwork.org/show_trait?trait_id=ILM5900050&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM5900050,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534619,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534619,24.534669,,,,,,8.010967988642856,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
42,https://genenetwork.org/show_trait?trait_id=ILM4200575&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM4200575,Irgq,"immunity-related GTPase family, Q; exon 4",exon 4,N/A,7,24.534379,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534379,24.534429,,,,,,7.935890890785715,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
43,https://genenetwork.org/show_trait?trait_id=ILM105340193&dataset=UCLA_BXHBXD_CARTILAGE_V2,mouse,BXH,UCLA_BXHBXD_CARTILAGE_V2,ILM105340193,Idd11,"insulin dependent diabetes susceptibility 11,  non-coding, (brain, testis, thymus-expressed; 3' region",3' region,N/A,4,129.963409,"AK005651, IDD11, Idd11, 1700003M07, 1700003M07Rik, T1D",110713,N/A,Mm.102193,+,5.0,50.0,129.963409,129.963459,4,29.263237,rs3701432,7.61120969707481,0.955,6.604699591518518,6.59808,,6.49514,,x,x,x,x,6.55874,,x,x,6.69611,,6.67538,,6.69652,,6.95894,,6.56779,,x,x,x,x,x,x,6.6183,,6.55955,,x,x,x,x,6.33724,,6.285,
44,https://genenetwork.org/show_trait?trait_id=ILM105340193&dataset=UCLA_BXHBXD_CARTILAGE,mouse,BXH,UCLA_BXHBXD_CARTILAGE,ILM105340193,Idd11,"insulin dependent diabetes susceptibility 11,  non-coding, (brain, testis, thymus-expressed; 3' region",3' region,N/A,4,129.963409,"AK005651, IDD11, Idd11, 1700003M07, 1700003M07Rik, T1D",110713,N/A,Mm.102193,+,5.0,50.0,129.963409,129.963459,2,93.90781,rs6246565,8.26200760540535,0.842,7.938048719479999,7.93907,,7.9262,,x,x,x,x,7.94075,,x,x,7.95825,,7.94539,,x,x,7.96831,,7.94602,,x,x,x,x,x,x,7.94412,,7.93513,,x,x,x,x,7.92605,,7.91827,
45,https://genenetwork.org/show_trait?trait_id=ILM105340193&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM105340193,Idd11,"insulin dependent diabetes susceptibility 11,  non-coding, (brain, testis, thymus-expressed; 3' region",3' region,N/A,4,129.963409,"AK005651, IDD11, Idd11, 1700003M07, 1700003M07Rik, T1D",110713,N/A,Mm.102193,+,5.0,50.0,129.963409,129.963459,,,,,,7.935973856285713,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
46,https://genenetwork.org/show_trait?trait_id=ILM5900050&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM5900050,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534619,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534619,24.534669,8,36.140106,rs13479702,12.1546185610278,,7.39042854309082,7.456,0.057,7.529,0.062,x,x,x,x,7.311,0.137,x,x,7.528,0.221,7.318,0.093,7.306,0.022,7.45,0.059,7.377,0.094,7.366,0.008,x,x,x,x,7.393,0.03,7.362,0.037,7.352,0.12,x,x,7.383,0.089,7.335,
47,https://genenetwork.org/show_trait?trait_id=ILM2260047&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM2260047,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.538391,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.538391,24.538441,8,109.412323,rs3662808,12.1432299615834,,8.56078577041626,8.257,0.157,8.512,0.032,x,x,x,x,8.521,0.187,x,x,8.736,0.029,8.616,0.03,8.524,0.07,8.5,0.002,8.53,0.168,8.524,0.037,x,x,x,x,8.544,0.218,8.502,0.108,8.739,0.337,x,x,8.484,0.1,8.862,
48,https://genenetwork.org/show_trait?trait_id=1420635_a_at_A&dataset=GSE16780BXH_UCLA_ML0911,mouse,BXH,GSE16780BXH_UCLA_ML0911,1420635_a_at_A,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,,,rs13482728,10.6780731279662,,9.681357111249651,9.8,0.143,9.375,0.102,x,x,x,x,9.613,0.036,x,x,9.744,0.069,9.539,0.122,9.825,0.087,9.547,0.08,9.712,0.074,9.734,0.11,x,x,x,x,9.526,0.072,10.564,0.163,9.045,0.713,9.985,0.1,x,x,9.53,0.091
49,https://genenetwork.org/show_trait?trait_id=ILM4200575&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM4200575,Irgq,"immunity-related GTPase family, Q; exon 4",exon 4,N/A,7,24.534379,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534379,24.534429,7,127.098983,mCV24269234,19.1019668347049,,7.081428561891828,7.014,0.022,7.187,0.006,x,x,x,x,7.097,0.146,x,x,7.132,0.105,6.938,0.058,7.079,0.08,7.053,0.105,7.156,0.112,6.96,0.094,x,x,x,x,6.948,0.174,7.152,0.177,7.184,0.035,x,x,7.125,0.011,7.115,
50,https://genenetwork.org/show_trait?trait_id=ILM105340193&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM105340193,Idd11,"insulin dependent diabetes susceptibility 11,  non-coding, (brain, testis, thymus-expressed; 3' region",3' region,N/A,4,129.963409,"AK005651, IDD11, Idd11, 1700003M07, 1700003M07Rik, T1D",110713,N/A,Mm.102193,+,5.0,50.0,129.963409,129.963459,1,38.093584,rs13475818,13.521564876316798,,7.060357093811035,7.209,0.101,7.172,0.179,x,x,x,x,7.115,0.011,x,x,7.148,0.096,6.9,0.083,7.048,0.004,7.054,0.145,6.942,0.091,7.023,0.165,x,x,x,x,6.979,0.201,7.033,0.068,7.103,0.088,x,x,6.979,0.191,7.14,
51,https://genenetwork.org/show_trait?trait_id=1420284_at_A&dataset=GSE16780BXH_UCLA_ML0911,mouse,BXH,GSE16780BXH_UCLA_ML0911,1420284_at_A,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,,,rs6263123,11.139344491340001,,6.8589999335152765,6.698,0.089,6.956,0.067,x,x,x,x,6.872,0.07,x,x,7.101,0.096,6.694,0.029,6.865,0.029,6.789,0.124,6.971,0.059,6.797,0.103,x,x,x,x,6.819,0.075,6.857,0.222,6.911,0.185,6.836,0.168,x,x,6.86,0.118
52,https://genenetwork.org/show_trait?trait_id=ILM3830239&dataset=UCLA_BXHBXD_CARTILAGE_V2,mouse,BXH,UCLA_BXHBXD_CARTILAGE_V2,ILM3830239,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.529865,55.530031,3,135.276629,rs13477428,29.578580262189003,0.135,12.017770333481481,13.0441,,12.7352,,x,x,x,x,13.4312,,x,x,12.5958,,12.8723,,6.82004,,12.9556,,12.0665,,x,x,x,x,x,x,13.5588,,12.744,,x,x,x,x,12.5799,,12.4382,
53,https://genenetwork.org/show_trait?trait_id=ILM5570750&dataset=UCLA_BXHBXD_CARTILAGE_V2,mouse,BXH,UCLA_BXHBXD_CARTILAGE_V2,ILM5570750,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527357,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527357,55.527407,1,109.631744,rs3685919,13.1310396981736,0.054,10.267955498962964,11.6597,,11.2123,,x,x,x,x,11.5465,,x,x,10.9075,,10.625,,10.8429,,9.10436,,10.6893,,x,x,x,x,x,x,11.5723,,11.0148,,x,x,x,x,10.8637,,10.514,
54,https://genenetwork.org/show_trait?trait_id=ILM1850022&dataset=UCLA_BXHBXD_CARTILAGE_V2,mouse,BXH,UCLA_BXHBXD_CARTILAGE_V2,ILM1850022,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.530014,55.530064,3,135.276629,rs13477428,26.584136840606497,0.152,10.765072502703704,12.1243,,11.4361,,x,x,x,x,12.3026,,x,x,11.4389,,11.664,,6.47496,,11.6303,,10.829,,x,x,x,x,x,x,12.4317,,11.7062,,x,x,x,x,11.3889,,11.604,
55,https://genenetwork.org/show_trait?trait_id=ILM3830239&dataset=UCLA_BXHBXD_CARTILAGE,mouse,BXH,UCLA_BXHBXD_CARTILAGE,ILM3830239,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.529865,55.530031,10,67.463595,rs13480631,14.7035818739456,0.523,9.996915373080002,10.339,,10.09,,x,x,x,x,10.8688,,x,x,10.0762,,10.0872,,x,x,10.2747,,9.53876,,x,x,x,x,x,x,10.9848,,10.0537,,x,x,x,x,10.0628,,9.90446,
56,https://genenetwork.org/show_trait?trait_id=ILM5570750&dataset=UCLA_BXHBXD_CARTILAGE,mouse,BXH,UCLA_BXHBXD_CARTILAGE,ILM5570750,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527357,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527357,55.527407,10,67.463595,rs13480631,10.966234029754999,0.362,8.667009353000001,9.20306,,8.96137,,x,x,x,x,9.09683,,x,x,8.67847,,8.53023,,x,x,8.14738,,8.49203,,x,x,x,x,x,x,9.19184,,8.76907,,x,x,x,x,8.55751,,8.61026,
57,https://genenetwork.org/show_trait?trait_id=ILM1850022&dataset=UCLA_BXHBXD_CARTILAGE,mouse,BXH,UCLA_BXHBXD_CARTILAGE,ILM1850022,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.530014,55.530064,10,67.463595,rs13480631,10.452800396444399,0.056,9.09873494456,9.54109,,9.0651,,x,x,x,x,9.70331,,x,x,9.02909,,9.08242,,x,x,9.28579,,8.56641,,x,x,x,x,x,x,9.8693,,9.1952,,x,x,x,x,8.88714,,9.25084,
58,https://genenetwork.org/show_trait?trait_id=ILM3830239&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM3830239,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.529865,55.530031,,,,,,9.831609001142857,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,https://genenetwork.org/show_trait?trait_id=ILM5570750&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM5570750,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527357,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527357,55.527407,,,,,,8.602655566785716,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
60,https://genenetwork.org/show_trait?trait_id=ILM1850022&dataset=UCLA_BXH_CARTILAGE,mouse,BXH,UCLA_BXH_CARTILAGE,ILM1850022,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.530014,55.530064,,,,,,8.999477673785714,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
61,https://genenetwork.org/show_trait?trait_id=1417793_at_A&dataset=GSE16780BXH_UCLA_ML0911,mouse,BXH,GSE16780BXH_UCLA_ML0911,1417793_at_A,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,,,CEL-17_91401354,11.314815911014202,,9.596499988010951,9.372,0.074,9.961,0.296,x,x,x,x,9.352,0.239,x,x,9.926,0.681,8.585,0.006,9.787,0.19,9.915,0.356,10.16,0.084,9.527,0.212,x,x,x,x,9.877,0.322,9.656,0.072,8.727,0.554,9.874,0.157,x,x,9.632,0.165
62,https://genenetwork.org/show_trait?trait_id=ILM1850022&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM1850022,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.530014,55.530064,,,rs3678183,10.1278566934388,,7.600142853600638,7.618,0.068,7.88,0.059,x,x,x,x,7.491,0.057,x,x,7.726,0.049,7.546,0.066,7.52,0.021,7.595,0.035,7.688,0.102,7.552,0.076,x,x,x,x,7.566,0.134,7.626,0.049,7.569,0.024,x,x,7.466,0.103,7.559,
63,https://genenetwork.org/show_trait?trait_id=ILM3830239&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM3830239,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.529865,55.530031,8,95.427721,rs3704645,13.4441132649939,,8.058857134410314,8.069,0.14,8.264,0.159,x,x,x,x,7.99,0.067,x,x,8.046,0.094,7.958,0.196,7.882,0.054,7.986,0.104,8.175,0.112,8.03,0.019,x,x,x,x,7.966,0.035,8.309,0.11,8.03,0.074,x,x,7.958,0.115,8.161,
64,https://genenetwork.org/show_trait?trait_id=ILM5570750&dataset=UCLA_BXH_Femur_0113_RSN,mouse,BXH,UCLA_BXH_Femur_0113_RSN,ILM5570750,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527357,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527357,55.527407,6,47.027244,rs13478739,6.8398062692726596,,7.733214310237339,7.608,0.355,7.874,0.383,x,x,x,x,7.306,0.05,x,x,7.694,0.274,7.646,0.022,7.775,0.144,7.734,0.243,7.858,0.197,7.566,0.545,x,x,x,x,7.65,0.073,7.802,0.144,7.932,0.25,x,x,7.652,0.029,8.168,
65,https://genenetwork.org/show_trait?trait_id=1421920_a_at_A&dataset=GSE16780BXH_UCLA_ML0911,mouse,BXH,GSE16780BXH_UCLA_ML0911,1421920_a_at_A,Ccr9,"chemokine (C-C motif) receptor 9 (gut-homing T cells, CCL25 receptor, with strong trans QTL on Chr 4 near Ikbkap); mid 3' UTR",mid 3' UTR,N/A,9,123.780904,"Cmkbr10, GPR-9-6",12769,N/A,Mm.42258,+,10.35,207.0,123.780904,123.781372,10,71.420725,CEL-10_71736974,12.775409118784502,,6.458500010626657,6.472,0.095,6.375,0.048,x,x,x,x,6.415,0.031,x,x,6.413,0.149,6.475,0.055,6.476,0.031,6.458,0.064,6.492,0.067,6.522,0.16,x,x,x,x,6.61,0.128,6.456,0.067,6.405,0.102,6.441,0.064,x,x,6.409,0.025
66,https://genenetwork.org/show_trait?trait_id=1450183_a_at_A&dataset=GSE16780BXH_UCLA_ML0911,mouse,BXH,GSE16780BXH_UCLA_ML0911,1450183_a_at_A,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.817808,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.6,232.0,121.817808,121.818496,5,39.180245,rs3702623,9.02871722424165,,7.090571403503418,6.886,0.094,7.057,0.086,x,x,x,x,6.875,0.037,x,x,7.16,0.046,7.092,0.076,7.165,0.131,7.002,0.069,7.085,0.054,7.232,0.088,x,x,x,x,7.097,0.027,7.048,0.101,7.41,0.639,7.134,0.019,x,x,7.025,0.056
