chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
4	rs27567417	123999192	0	X	Y	0.191	3.738639e+00	2.845146e+00	1.000000e-05	1.901137e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002164	-9	0	X	Y	0.191	3.738639e+00	2.845146e+00	1.000000e-05	1.901137e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002165	-9	0	X	Y	0.189	7.738001e-01	2.862598e+00	1.000000e-05	7.871560e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002045	-9	0	X	Y	0.189	7.738001e-01	2.862598e+00	1.000000e-05	7.871560e-01	0	 Rasrelated associated with diabetes 
4	rs13477959	124195953	0	X	Y	0.189	7.738001e-01	2.862598e+00	1.000000e-05	7.871560e-01	0	 Rasrelated associated with diabetes 
4	rs3714811	124207921	0	X	Y	0.189	7.738001e-01	2.862598e+00	1.000000e-05	7.871560e-01	0	 Rasrelated associated with diabetes 
4	rs27553983	124385897	0	X	Y	0.195	1.701330e+00	2.839430e+00	1.000000e-05	5.496299e-01	0	 Rasrelated associated with diabetes 
4	rs3677161	124840353	0	X	Y	0.198	1.745557e+00	2.822109e+00	1.000000e-05	5.368256e-01	0	 Rasrelated associated with diabetes 
4	rs3704486	125588389	0	X	Y	0.205	2.621466e+00	2.801936e+00	1.000000e-05	3.504443e-01	0	 Rasrelated associated with diabetes 
4	rs3666537	126472846	0	X	Y	0.218	2.660954e+00	2.765678e+00	1.000000e-05	3.369712e-01	0	 Rasrelated associated with diabetes 
4	rs32386196	126716711	0	X	Y	0.219	2.679393e+00	2.742894e+00	1.000000e-05	3.296485e-01	0	 Rasrelated associated with diabetes 
4	rs27563623	127422213	0	X	Y	0.263	3.548345e+00	2.739101e+00	1.000000e-05	1.964390e-01	0	 Rasrelated associated with diabetes 
4	rs32617066	127947911	0	X	Y	0.268	3.019217e+00	2.711964e+00	1.000000e-05	2.667190e-01	0	 Rasrelated associated with diabetes 
4	rs50384736	128178876	0	X	Y	0.268	3.019217e+00	2.711964e+00	1.000000e-05	2.667190e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002046	-9	0	X	Y	0.268	3.019217e+00	2.711964e+00	1.000000e-05	2.667190e-01	0	 Rasrelated associated with diabetes 
4	rs6407866	128851835	0	X	Y	0.263	-2.295270e-02	2.735180e+00	1.000000e-05	9.933116e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002047	-9	0	X	Y	0.269	-1.573606e+00	2.738429e+00	1.000000e-05	5.660858e-01	0	 Rasrelated associated with diabetes 
4	UNC8210955	129560806	0	X	Y	0.268	-1.408168e+00	2.758513e+00	1.000000e-05	6.101936e-01	0	 Rasrelated associated with diabetes 
4	rs3023009	129572172	0	X	Y	0.268	-1.408168e+00	2.758513e+00	1.000000e-05	6.101936e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002048	-9	0	X	Y	0.269	-1.424148e+00	2.752546e+00	1.000000e-05	6.053687e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002049	-9	0	X	Y	0.272	-1.608547e+00	2.748608e+00	1.000000e-05	5.589596e-01	0	 Rasrelated associated with diabetes 
4	UNC8215712	129932880	0	X	Y	0.268	-1.566097e+00	2.758150e+00	1.000000e-05	5.707081e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002050	-9	0	X	Y	0.275	-1.962848e+00	2.730977e+00	1.000000e-05	4.730184e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002051	-9	0	X	Y	0.275	-1.962848e+00	2.730977e+00	1.000000e-05	4.730184e-01	0	 Rasrelated associated with diabetes 
4	JAX00566336	130014603	0	X	Y	0.267	-2.070503e+00	2.721517e+00	1.000000e-05	4.475451e-01	0	 Rasrelated associated with diabetes 
4	rs48843456	130818477	0	X	Y	0.272	-2.507891e+00	2.802812e+00	1.000000e-05	3.718221e-01	0	 Rasrelated associated with diabetes 
4	rs31971961	131999242	0	X	Y	0.281	-2.334003e+00	2.744236e+00	1.000000e-05	3.959068e-01	0	 Rasrelated associated with diabetes 
4	rs27539745	132381105	0	X	Y	0.275	-1.594832e+00	2.745673e+00	1.000000e-05	5.618962e-01	0	 Rasrelated associated with diabetes 
4	rs224786516	132446929	0	X	Y	0.275	-2.230403e+00	2.743788e+00	1.000000e-05	4.171028e-01	0	 Rasrelated associated with diabetes 
4	rs31846085	132539038	0	X	Y	0.274	-2.717395e+00	2.734423e+00	1.647490e-03	3.213557e-01	0	 Rasrelated associated with diabetes 
4	rs50587016	132619876	0	X	Y	0.276	-2.638172e+00	2.736793e+00	1.000000e-05	3.360545e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002052	-9	0	X	Y	0.276	-2.638172e+00	2.736793e+00	1.000000e-05	3.360545e-01	0	 Rasrelated associated with diabetes 
4	rs32415293	132850702	0	X	Y	0.277	-2.729699e+00	2.745905e+00	2.473940e-03	3.211976e-01	0	 Rasrelated associated with diabetes 
4	rs3664871	132854096	0	X	Y	0.278	-2.771302e+00	2.741956e+00	5.934112e-03	3.131983e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002053	-9	0	X	Y	0.278	-2.771302e+00	2.741956e+00	5.934112e-03	3.131983e-01	0	 Rasrelated associated with diabetes 
4	rs32101803	133324806	0	X	Y	0.281	-2.903942e+00	2.743626e+00	3.843441e-03	2.909453e-01	0	 Rasrelated associated with diabetes 
4	rs45715781	133950925	0	X	Y	0.281	-2.903942e+00	2.743626e+00	3.843441e-03	2.909453e-01	0	 Rasrelated associated with diabetes 
4	rs27574272	133964175	0	X	Y	0.286	-3.231011e+00	2.739990e+00	2.438727e-02	2.395088e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002054	-9	0	X	Y	0.286	-3.231011e+00	2.739990e+00	2.438727e-02	2.395088e-01	0	 Rasrelated associated with diabetes 
4	rs27547213	134475906	0	X	Y	0.288	-3.181545e+00	2.739306e+00	1.397806e-02	2.466405e-01	0	 Rasrelated associated with diabetes 
4	rs28291789	134582479	0	X	Y	0.287	-3.187092e+00	2.730456e+00	1.397789e-02	2.442973e-01	0	 Rasrelated associated with diabetes 
4	rs50928477	135992747	0	X	Y	0.284	-2.260866e+00	2.715780e+00	1.000000e-05	4.059763e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002055	-9	0	X	Y	0.285	-2.315802e+00	2.724144e+00	1.000000e-05	3.961332e-01	0	 Rasrelated associated with diabetes 
4	rs27623046	136325953	0	X	Y	0.285	-2.315802e+00	2.724144e+00	1.000000e-05	3.961332e-01	0	 Rasrelated associated with diabetes 
4	rs27607425	136442626	0	X	Y	0.290	-2.459990e+00	2.726974e+00	1.000000e-05	3.679301e-01	0	 Rasrelated associated with diabetes 
4	rs32989424	136664554	0	X	Y	0.290	-2.459990e+00	2.726974e+00	1.000000e-05	3.679301e-01	0	 Rasrelated associated with diabetes 
4	rs13478002	136674649	0	X	Y	0.288	-2.534359e+00	2.722462e+00	1.000000e-05	3.528569e-01	0	 Rasrelated associated with diabetes 
4	rs27592710	137011270	0	X	Y	0.288	-2.534359e+00	2.722462e+00	1.000000e-05	3.528569e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002056	-9	0	X	Y	0.286	-6.459348e-02	2.723505e+00	1.000000e-05	9.810984e-01	0	 Rasrelated associated with diabetes 
4	rs108329274	137126014	0	X	Y	0.287	-1.043357e-01	2.718760e+00	1.000000e-05	9.694203e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002057	-9	0	X	Y	0.288	-2.872879e-01	2.714044e+00	1.000000e-05	9.157898e-01	0	 Rasrelated associated with diabetes 
4	rs27562018	138197416	0	X	Y	0.288	-2.300005e-01	2.727436e+00	1.000000e-05	9.328671e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002058	-9	0	X	Y	0.274	1.105827e+00	2.738482e+00	1.000000e-05	6.867195e-01	0	 Rasrelated associated with diabetes 
4	rs49216620	138214552	0	X	Y	0.274	1.105827e+00	2.738482e+00	1.000000e-05	6.867195e-01	0	 Rasrelated associated with diabetes 
4	rs31759337	138255627	0	X	Y	0.274	1.105827e+00	2.738482e+00	1.000000e-05	6.867195e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002059	-9	0	X	Y	0.274	1.105827e+00	2.738482e+00	1.000000e-05	6.867195e-01	0	 Rasrelated associated with diabetes 
4	rs49096475	138500005	0	X	Y	0.275	9.990450e-01	2.746871e+00	1.000000e-05	7.164068e-01	0	 Rasrelated associated with diabetes 
4	rs32814248	138504578	0	X	Y	0.277	1.640450e+00	2.734752e+00	1.000000e-05	5.491818e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002060	-9	0	X	Y	0.277	1.640450e+00	2.734752e+00	1.000000e-05	5.491818e-01	0	 Rasrelated associated with diabetes 
4	rs27584118	139285980	0	X	Y	0.278	1.932374e+00	2.728668e+00	1.000000e-05	4.795385e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002061	-9	0	X	Y	0.278	1.932374e+00	2.728668e+00	1.000000e-05	4.795385e-01	0	 Rasrelated associated with diabetes 
4	rs32083983	139321093	0	X	Y	0.281	1.704785e+00	2.732518e+00	1.000000e-05	5.333063e-01	0	 Rasrelated associated with diabetes 
4	rs230956126	139682768	0	X	Y	0.281	1.704785e+00	2.732518e+00	1.000000e-05	5.333063e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002062	-9	0	X	Y	0.281	1.704785e+00	2.732518e+00	1.000000e-05	5.333063e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002063	-9	0	X	Y	0.282	1.594697e+00	2.727714e+00	1.000000e-05	5.593588e-01	0	 Rasrelated associated with diabetes 
4	rs27642495	139752706	0	X	Y	0.282	1.594697e+00	2.727714e+00	1.000000e-05	5.593588e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002064	-9	0	X	Y	0.282	1.594697e+00	2.727714e+00	1.000000e-05	5.593588e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002065	-9	0	X	Y	0.282	1.594697e+00	2.727714e+00	1.000000e-05	5.593588e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002066	-9	0	X	Y	0.282	1.594697e+00	2.727714e+00	1.000000e-05	5.593588e-01	0	 Rasrelated associated with diabetes 
4	rs48066180	140590106	0	X	Y	0.281	3.184040e-01	2.734701e+00	1.000000e-05	9.074104e-01	0	 Rasrelated associated with diabetes 
4	rs31816919	140595159	0	X	Y	0.267	4.025539e-01	2.711412e+00	1.000000e-05	8.821019e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002067	-9	0	X	Y	0.264	6.368096e-01	2.702220e+00	1.000000e-05	8.139005e-01	0	 Rasrelated associated with diabetes 
4	rs27626871	140605078	0	X	Y	0.264	6.368096e-01	2.702220e+00	1.000000e-05	8.139005e-01	0	 Rasrelated associated with diabetes 
4	rs27611565	140605784	0	X	Y	0.264	6.368096e-01	2.702220e+00	1.000000e-05	8.139005e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002068	-9	0	X	Y	0.264	6.368096e-01	2.702220e+00	1.000000e-05	8.139005e-01	0	 Rasrelated associated with diabetes 
4	rs28291665	140799611	0	X	Y	0.257	1.129395e+00	2.672481e+00	1.000000e-05	6.729722e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013109	-9	0	X	Y	0.257	1.129395e+00	2.672481e+00	1.000000e-05	6.729722e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013111	-9	0	X	Y	0.257	1.129395e+00	2.672481e+00	1.000000e-05	6.729722e-01	0	 Rasrelated associated with diabetes 
4	UNC8365581	140924595	0	X	Y	0.264	1.312200e+00	2.688171e+00	1.000000e-05	6.259069e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013113	-9	0	X	Y	0.264	1.312200e+00	2.688171e+00	1.000000e-05	6.259069e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002069	-9	0	X	Y	0.266	1.132381e+00	2.690046e+00	1.000000e-05	6.741745e-01	0	 Rasrelated associated with diabetes 
4	rs13478023	140972923	0	X	Y	0.264	1.272016e+00	2.688253e+00	1.000000e-05	6.365271e-01	0	 Rasrelated associated with diabetes 
4	rs28260958	140975669	0	X	Y	0.264	1.272016e+00	2.688253e+00	1.000000e-05	6.365271e-01	0	 Rasrelated associated with diabetes 
4	rs27610413	141037048	0	X	Y	0.264	1.272016e+00	2.688253e+00	1.000000e-05	6.365271e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002070	-9	0	X	Y	0.262	9.829053e-01	2.687462e+00	1.000000e-05	7.148900e-01	0	 Rasrelated associated with diabetes 
4	rs225786911	141050324	0	X	Y	0.262	9.829053e-01	2.687462e+00	1.000000e-05	7.148900e-01	0	 Rasrelated associated with diabetes 
4	rs32220330	141190751	0	X	Y	0.262	9.829053e-01	2.687462e+00	1.000000e-05	7.148900e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002071	-9	0	X	Y	0.262	9.829053e-01	2.687462e+00	1.000000e-05	7.148900e-01	0	 Rasrelated associated with diabetes 
4	rs32566923	141236455	0	X	Y	0.264	1.070138e+00	2.701637e+00	1.000000e-05	6.923852e-01	0	 Rasrelated associated with diabetes 
4	rs258890845	141279234	0	X	Y	0.264	1.070138e+00	2.701637e+00	1.000000e-05	6.923852e-01	0	 Rasrelated associated with diabetes 
4	rs47683286	141281820	0	X	Y	0.266	8.770941e-01	2.703482e+00	1.000000e-05	7.459002e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002072	-9	0	X	Y	0.266	8.770941e-01	2.703482e+00	1.000000e-05	7.459002e-01	0	 Rasrelated associated with diabetes 
4	rs45927474	141414215	0	X	Y	0.267	9.256554e-01	2.710866e+00	1.000000e-05	7.330616e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002073	-9	0	X	Y	0.268	9.653219e-01	2.705129e+00	1.000000e-05	7.215252e-01	0	 Rasrelated associated with diabetes 
4	rs27604209	141438369	0	X	Y	0.268	9.653219e-01	2.705129e+00	1.000000e-05	7.215252e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002074	-9	0	X	Y	0.268	9.653219e-01	2.705129e+00	1.000000e-05	7.215252e-01	0	 Rasrelated associated with diabetes 
4	rs13478025	141615127	0	X	Y	0.270	1.147130e+00	2.706827e+00	1.000000e-05	6.721056e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002075	-9	0	X	Y	0.270	1.147130e+00	2.706827e+00	1.000000e-05	6.721056e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002076	-9	0	X	Y	0.273	1.213955e+00	2.716772e+00	1.000000e-05	6.554040e-01	0	 Rasrelated associated with diabetes 
4	rs27608004	141932370	0	X	Y	0.273	1.213955e+00	2.716772e+00	1.000000e-05	6.554040e-01	0	 Rasrelated associated with diabetes 
4	rs27607993	141934436	0	X	Y	0.273	1.213955e+00	2.716772e+00	1.000000e-05	6.554040e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002077	-9	0	X	Y	0.273	1.213955e+00	2.716772e+00	1.000000e-05	6.554040e-01	0	 Rasrelated associated with diabetes 
4	rs49639209	141999602	0	X	Y	0.272	4.600111e-01	2.709922e+00	1.000000e-05	8.653522e-01	0	 Rasrelated associated with diabetes 
4	rs51032748	142096342	0	X	Y	0.270	5.457855e-01	2.694543e+00	1.000000e-05	8.396603e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002078	-9	0	X	Y	0.270	5.457855e-01	2.694543e+00	1.000000e-05	8.396603e-01	0	 Rasrelated associated with diabetes 
4	rs32659683	142902236	0	X	Y	0.271	4.258428e-01	2.689225e+00	1.000000e-05	8.743158e-01	0	 Rasrelated associated with diabetes 
4	rs27614813	142912003	0	X	Y	0.269	6.547075e-01	2.686962e+00	1.000000e-05	8.077061e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002079	-9	0	X	Y	0.269	6.547075e-01	2.686962e+00	1.000000e-05	8.077061e-01	0	 Rasrelated associated with diabetes 
4	rs27614619	142958719	0	X	Y	0.270	1.396893e+00	2.693237e+00	1.000000e-05	6.044811e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002080	-9	0	X	Y	0.270	1.396893e+00	2.693237e+00	1.000000e-05	6.044811e-01	0	 Rasrelated associated with diabetes 
4	rs50477869	143001819	0	X	Y	0.276	1.105460e+00	2.688076e+00	1.000000e-05	6.812670e-01	0	 Rasrelated associated with diabetes 
4	rs51658449	143022194	0	X	Y	0.276	1.105460e+00	2.688076e+00	1.000000e-05	6.812670e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002081	-9	0	X	Y	0.276	1.105460e+00	2.688076e+00	1.000000e-05	6.812670e-01	0	 Rasrelated associated with diabetes 
4	rs27596611	143030450	0	X	Y	0.289	2.543354e-01	2.736278e+00	1.000000e-05	9.260229e-01	0	 Rasrelated associated with diabetes 
4	rs32586815	143137136	0	X	Y	0.289	2.543354e-01	2.736278e+00	1.000000e-05	9.260229e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002082	-9	0	X	Y	0.289	2.543354e-01	2.736278e+00	1.000000e-05	9.260229e-01	0	 Rasrelated associated with diabetes 
4	rs32980875	143189882	0	X	Y	0.289	2.907170e-01	2.736263e+00	1.000000e-05	9.154778e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013183	-9	0	X	Y	0.289	2.907170e-01	2.736263e+00	1.000000e-05	9.154778e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002083	-9	0	X	Y	0.294	4.626410e-01	2.754476e+00	1.000000e-05	8.667594e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002084	-9	0	X	Y	0.294	4.626410e-01	2.754476e+00	1.000000e-05	8.667594e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002085	-9	0	X	Y	0.301	1.238908e+00	2.769405e+00	1.000000e-05	6.550305e-01	0	 Rasrelated associated with diabetes 
4	JAX00569577	143341277	0	X	Y	0.301	1.238908e+00	2.769405e+00	1.000000e-05	6.550305e-01	0	 Rasrelated associated with diabetes 
4	rs6316136	143369825	0	X	Y	0.301	1.238908e+00	2.769405e+00	1.000000e-05	6.550305e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002086	-9	0	X	Y	0.301	1.238908e+00	2.769405e+00	1.000000e-05	6.550305e-01	0	 Rasrelated associated with diabetes 
4	rs27597234	144746543	0	X	Y	0.300	4.549882e-01	2.760590e+00	1.000000e-05	8.692308e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002087	-9	0	X	Y	0.300	4.549882e-01	2.760590e+00	1.000000e-05	8.692308e-01	0	 Rasrelated associated with diabetes 
4	rs221225962	144912885	0	X	Y	0.299	7.761959e-01	2.764539e+00	1.000000e-05	7.791349e-01	0	 Rasrelated associated with diabetes 
4	rs27616924	144941814	0	X	Y	0.299	7.761959e-01	2.764539e+00	1.000000e-05	7.791349e-01	0	 Rasrelated associated with diabetes 
4	rs46339509	145301445	0	X	Y	0.299	7.761959e-01	2.764539e+00	1.000000e-05	7.791349e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002088	-9	0	X	Y	0.296	1.022840e+00	2.758883e+00	1.000000e-05	7.111620e-01	0	 Rasrelated associated with diabetes 
4	ICR1509	147848696	0	X	Y	0.296	1.022840e+00	2.758883e+00	1.000000e-05	7.111620e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002089	-9	0	X	Y	0.296	1.022840e+00	2.758883e+00	1.000000e-05	7.111620e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013262	-9	0	X	Y	0.289	1.330777e+00	2.762574e+00	1.000000e-05	6.304557e-01	0	 Rasrelated associated with diabetes 
4	rs32568801	148882237	0	X	Y	0.289	1.330777e+00	2.762574e+00	1.000000e-05	6.304557e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002090	-9	0	X	Y	0.289	1.330777e+00	2.762574e+00	1.000000e-05	6.304557e-01	0	 Rasrelated associated with diabetes 
4	UNC8429604	148935054	0	X	Y	0.286	1.524475e+00	2.748930e+00	1.000000e-05	5.797160e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002091	-9	0	X	Y	0.286	1.524475e+00	2.748930e+00	1.000000e-05	5.797160e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002092	-9	0	X	Y	0.288	1.466915e+00	2.753155e+00	1.000000e-05	5.946668e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013283	-9	0	X	Y	0.287	1.455730e+00	2.758055e+00	1.000000e-05	5.981289e-01	0	 Rasrelated associated with diabetes 
4	JAX00570544	149906312	0	X	Y	0.286	1.413458e+00	2.749182e+00	1.000000e-05	6.076390e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002093	-9	0	X	Y	0.286	1.413458e+00	2.749182e+00	1.000000e-05	6.076390e-01	0	 Rasrelated associated with diabetes 
4	UNC8446553	150225133	0	X	Y	0.288	1.345065e+00	2.753420e+00	1.000000e-05	6.256463e-01	0	 Rasrelated associated with diabetes 
4	rs4140148	150476349	0	X	Y	0.290	1.200999e+00	2.758048e+00	1.000000e-05	6.636335e-01	0	 Rasrelated associated with diabetes 
4	rs32706699	150657930	0	X	Y	0.290	1.200999e+00	2.758048e+00	1.000000e-05	6.636335e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002094	-9	0	X	Y	0.290	1.200999e+00	2.758048e+00	1.000000e-05	6.636335e-01	0	 Rasrelated associated with diabetes 
4	rs13478050	150935515	0	X	Y	0.292	1.214300e+00	2.776749e+00	1.000000e-05	6.622882e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013332	-9	0	X	Y	0.290	1.293387e+00	2.771925e+00	1.000000e-05	6.412165e-01	0	 Rasrelated associated with diabetes 
4	UNC8459750	151151222	0	X	Y	0.280	9.613886e-01	2.725678e+00	1.000000e-05	7.246180e-01	0	 Rasrelated associated with diabetes 
4	UNC8461462	151247789	0	X	Y	0.281	8.873404e-01	2.734168e+00	1.000000e-05	7.458198e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002095	-9	0	X	Y	0.280	9.817389e-01	2.725647e+00	1.000000e-05	7.190318e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002096	-9	0	X	Y	0.280	6.109764e-01	2.739661e+00	1.000000e-05	8.237201e-01	0	 Rasrelated associated with diabetes 
-9	UNC0.5S013338	-9	0	X	Y	0.281	5.490317e-01	2.734546e+00	1.000000e-05	8.410472e-01	0	 Rasrelated associated with diabetes 
4	rs32319961	151280597	0	X	Y	0.281	5.490317e-01	2.734546e+00	1.000000e-05	8.410472e-01	0	 Rasrelated associated with diabetes 
4	rs13478053	151285670	0	X	Y	0.282	4.673211e-01	2.729527e+00	1.000000e-05	8.642063e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002097	-9	0	X	Y	0.282	4.673211e-01	2.729527e+00	1.000000e-05	8.642063e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002098	-9	0	X	Y	0.284	2.831803e-01	2.733173e+00	1.000000e-05	9.175683e-01	0	 Rasrelated associated with diabetes 
4	rs32567237	151823733	0	X	Y	0.284	2.831803e-01	2.733173e+00	1.000000e-05	9.175683e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002099	-9	0	X	Y	0.284	2.831803e-01	2.733173e+00	1.000000e-05	9.175683e-01	0	 Rasrelated associated with diabetes 
4	rs32628064	151889624	0	X	Y	0.284	4.251557e-01	2.733095e+00	1.000000e-05	8.765147e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002100	-9	0	X	Y	0.284	4.251557e-01	2.733095e+00	1.000000e-05	8.765147e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002101	-9	0	X	Y	0.288	3.033419e-01	2.740974e+00	1.000000e-05	9.119730e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002102	-9	0	X	Y	0.286	5.349526e-01	2.736795e+00	1.000000e-05	8.451964e-01	0	 Rasrelated associated with diabetes 
4	rs31821795	152176549	0	X	Y	0.286	5.349526e-01	2.736795e+00	1.000000e-05	8.451964e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002103	-9	0	X	Y	0.286	5.349526e-01	2.736795e+00	1.000000e-05	8.451964e-01	0	 Rasrelated associated with diabetes 
4	rs32869659	152468585	0	X	Y	0.285	-5.272901e-01	2.741695e+00	1.000000e-05	8.476556e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002104	-9	0	X	Y	0.284	-1.594396e+00	2.735485e+00	7.995787e-03	5.605486e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002105	-9	0	X	Y	0.284	-1.594396e+00	2.735485e+00	7.995787e-03	5.605486e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002106	-9	0	X	Y	0.285	-1.709360e+00	2.745110e+00	1.024300e-02	5.340903e-01	0	 Rasrelated associated with diabetes 
4	rs32938494	153232320	0	X	Y	0.284	-1.650499e+00	2.749980e+00	9.746947e-03	5.489607e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002107	-9	0	X	Y	0.259	-3.931516e+00	2.721546e+00	3.180668e-02	1.499053e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002108	-9	0	X	Y	0.255	-3.931219e+00	2.711254e+00	3.959739e-02	1.484020e-01	0	 Rasrelated associated with diabetes 
4	rs32939068	153933969	0	X	Y	0.255	-3.931219e+00	2.711254e+00	3.959739e-02	1.484020e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002109	-9	0	X	Y	0.255	-3.931219e+00	2.711254e+00	3.959739e-02	1.484020e-01	0	 Rasrelated associated with diabetes 
4	rs52185694	154025994	0	X	Y	0.253	-3.628701e+00	2.692037e+00	6.604343e-03	1.789760e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002110	-9	0	X	Y	0.253	-3.628701e+00	2.692037e+00	6.604343e-03	1.789760e-01	0	 Rasrelated associated with diabetes 
4	rs6181146	154054047	0	X	Y	0.252	-3.589545e+00	2.694376e+00	1.000000e-05	1.840730e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002111	-9	0	X	Y	0.252	-3.589545e+00	2.694376e+00	1.000000e-05	1.840730e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002112	-9	0	X	Y	0.253	-3.598288e+00	2.688391e+00	7.776105e-04	1.820420e-01	0	 Rasrelated associated with diabetes 
4	rs33041577	154192156	0	X	Y	0.253	-3.598288e+00	2.688391e+00	7.776105e-04	1.820420e-01	0	 Rasrelated associated with diabetes 
4	rs32892508	154319058	0	X	Y	0.253	-3.598288e+00	2.688391e+00	7.776105e-04	1.820420e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002113	-9	0	X	Y	0.252	-3.482552e+00	2.681965e+00	1.248717e-04	1.953858e-01	0	 Rasrelated associated with diabetes 
4	rs45815172	154323339	0	X	Y	0.252	-3.482552e+00	2.681965e+00	1.248717e-04	1.953858e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002114	-9	0	X	Y	0.246	-3.122354e+00	2.710453e+00	1.000000e-05	2.505049e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002115	-9	0	X	Y	0.243	-3.023831e+00	2.705194e+00	1.000000e-05	2.647993e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002116	-9	0	X	Y	0.243	-3.023831e+00	2.705194e+00	1.000000e-05	2.647993e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002117	-9	0	X	Y	0.241	-2.985244e+00	2.706274e+00	1.000000e-05	2.711195e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000002118	-9	0	X	Y	0.241	-2.985244e+00	2.706274e+00	1.000000e-05	2.711195e-01	0	 Rasrelated associated with diabetes 
